# 制作：北京语言大学-汉语国际教育技术研发中心 http://nlp.blcu.edu.cn
"Idiom","Pinyin"
令人神往,ling4_ren2_shen2_wang3
令人注目,ling4_ren2_zhu4_mu4
令人作呕,ling4_ren2_zuo4_ou3
令行禁止,ling4_xing2_jin4_zhi3
溜须拍马,liu1_xu1_pai1_ma3
溜之大吉,liu1_zhi1_da4_ji2
溜之乎也,liu1_zhi1_hu1_ye3
留有余地,liu2_you3_yu2_di4
流芳百世,liu2_fang1_bai3_shi4
流金铄石,liu2_jin1_shuo4_shi2
流离颠沛,liu2_li2_dian1_pei4
流离失所,liu2_li2_shi1_suo3
流连忘返,liu2_lian2_wang4_fan3
流星赶月,liu2_xing1_gan3_yue4
流言蜚语,liu2_yan2_fei1_yu3
柳暗花明,liu3_an4_hua1_ming2
六亲不认,lu4_qin1_bu2_ren4
六亲无靠,liu4_qin1_wu2_kao4
六神无主,liu4_shen2_wu2_zhu3
龙飞凤舞,long2_fei1_feng4_wu3
龙肝凤髓,long2_gan1_feng4_sui3
龙盘虎踞,long2_pan2_hu3_ju4
龙蛇混杂,long2_she2_hun2_za2
龙生九子,long2_sheng1_jiu2_zi3
龙潭虎穴,long2_tan2_hu3_xue2
龙腾虎跃,long2_teng2_hu3_yue4
龙吟虎啸,long2_yin2_hu3_xiao4
龙争虎斗,long2_zheng1_hu3_dou4
龙骧虎步,long2_xiang1_hu3_bu4
龙蟠虎踞,long2_pan2_hu3_ju4
漏洞百出,lou4_dong4_bai3_chu1
炉火纯青,lu2_huo3_chun2_qing1
鲁殿灵光,lu3_dian4_ling2_guang1
鲁鱼帝虎,lu3_yu2_di4_hu3
鲁鱼亥豕,lu3_yu2_hai4_shi3
碌碌无为,lu4_lu4_wu2_wei2
露宿风餐,lu4_su4_feng1_can1
路不拾遗,lu4_bu4_shi2_yi2
鹿死谁手,lu4_si3_shui2_shou3
陆海潘江,lu4_hai3_pan1_jiang1
戮力同心,lu4_li4_tong2_xin1
驴鸣狗吠,lv2_ming2_gou3_fei4
驴年马月,lv2_nian2_ma3_yue4
履穿踵决,lv3_chuan1_zhong3_jue2
履险如夷,lv2_xian3_ru2_yi2
履舄交错,lv3_xi4_jiao1_cuo4
屡次三番,lv3_ci4_san1_fan1
屡见不鲜,lv3_jian4_bu4_xian1
屡教不改,lv3_jiao4_bu4_gai3
屡试不爽,lv3_shi4_bu4_shuang3
率尔操觚,lv4_er3_cao1_gu1
率由旧章,lv4_you2_jiu4_zhang1
乱七八糟,luan4_qi1_ba1_zao1
略迹原情,lue4_ji1_yuan2_qing2
略见一斑,lue4_jian4_yi4_ban1
略胜一筹,lue4_sheng4_yi4_chou2
略识之无,lue4_shi2_zhi1_wu2
略知一二,lue4_zhi1_yi2_er4
沦肌浃髓,lun2_ji1_jia1_sui3
论功行赏,lun4_gong1_xing2_shang3
论黄数黑,lun4_huang2_shu3_hei1
锣鼓喧天,luo2_gu3_xuan1_tian1
落花流水,luo4_hua1_liu2_shui3
落荒而逃,luo4_huang1_er2_tao2
落井投石,luo4_jing3_tou2_shi2
落井下石,luo4_jing3_xia4_shi2
落落大方,luo4_luo4_da4_fang1
落落寡合,luo4_luo4_gua3_he2
落拓不羁,luo4_ta4_bu4_ji1
落叶归根,luo4_ye4_gui1_gen1
络绎不绝,luo4_yi4_bu4_jue2
麻痹大意,ma1_bi4_da4_yi4
麻木不仁,ma1_mu4_bu4_ren2
马不停蹄,ma3_bu4_ting2_ti2
马到成功,ma3_dao4_cheng2_gong1
马放南山,ma3_fang4_nan2_shan1
马革裹尸,ma3_ge2_guo3_shi1
马首是瞻,ma2_shou3_shi4_zhan1
马仰人翻,ma2_yang3_ren2_fan1
埋头苦干,mai2_tou2_ku3_gan1
买空卖空,mai3_kong1_mai4_kong1
买椟还珠,mai3_du2_huan2_zhu1
卖国求荣,mai4_guo2_qiu2_rong2
卖身投靠,mai4_shen1_tou2_kao4
瞒上欺下,man2_shang4_qi1_xia4
瞒天过海,man2_tian1_guo4_hai3
瞒心昧己,man2_xin1_mei4_ji3
蛮横无理,man2_heng4_wu2_li3
满不在乎,man3_bu2_zai4_hu5
满城风雨,man3_cheng2_feng1_yu3
满腹经纶,man3_fu4_jing1_lun2
满腹牢骚,man3_fu4_lao2_sao1
满腹珠玑,man3_fu4_zhu1_ji1
满坑满谷,man3_keng1_man2_gu3
满面春风,man3_mian4_chun1_feng1
满目疮痍,man3_mu4_chuang1_yi2
满目荆榛,man3_mu4_jing1_qin2
满园春色,man3_yuan2_chun1_se4
满载而归,man3_zai4_er2_gui1
慢藏诲盗,man4_cang2_hui4_dao4
慢条斯理,man4_tiao2_si1_li3
漫不经心,man4_bu4_jing1_xin1
漫山遍野,man4_shan1_bian4_ye3
漫无边际,man4_wu2_bian1_ji4
芒刺在背,mang2_ci4_zai4_bei4
茫无头绪,mang2_wu2_tou2_xu4
盲人摸象,mang2_ren2_mo1_xiang4
盲人瞎马,mang2_ren2_xia1_ma3
忙里偷闲,mang2_li3_tou1_xian2
猫鼠同眠,mao1_shu3_tong2_mian2
茅塞顿开,mao2_se4_dun4_kai1
毛骨悚然,mao2_gu2_song3_ran2
毛举细故,mao2_ju3_xi4_gu4
毛遂自荐,mao2_sui4_zi4_jian4
冒名顶替,mao4_ming2_ding3_ti4
貌合神离,mao4_he2_shen2_li2
没齿不忘,mo4_i3_bu2_wang4
没精打采,mei2_jing1_da2_cai3
没头没脑,mei2_tou2_mei2_nao3
眉飞色舞,mei2_fei1_se4_wu3
眉高眼低,mei2_gao1_yan3_di1
眉欢眼笑,mei2_huan1_yan3_xiao4
眉开眼笑,mei2_kai1_yan3_xiao4
眉来眼去,mei2_lai2_yan3_qu4
眉目传情,mei2_mu4_chuan2_qing2
眉清目秀,mei2_qing1_mu4_xiu4
眉眼高低,mei2_yan3_gao1_di1
每况愈下,mei3_kuang4_yu4_xia4
美不胜收,mei3_bu2_sheng4_shou1
美轮美奂,mei3_lun2_mei3_huan4
美中不足,mei3_zhong1_bu4_zu2
门当户对,men2_dang1_hu4_dui4
门户之见,men2_hu4_zhi1_jian4
门可罗雀,men2_ke3_luo2_que4
门庭若市,men2_ting2_ruo4_shi4
闷闷不乐,men4_men4_bu2_le4
蒙头转向,meng1_tou2_zhuan4_xiang4
蒙在鼓里,meng2_zai4_gu2_li3
梦幻泡影,meng4_huan4_pao4_ying3
梦寐以求,meng4_mei4_yi3_qiu2
迷离扑朔,mi2_li2_pu1_shuo4
迷途知返,mi2_tu2_zhi1_fan3
弥天大谎,mi2_tian1_da4_huang3
弥天盖地,mi2_tian1_gai4_di4
米珠薪桂,mi3_zhu1_xin1_gui4
秘而不宣,mi4_er2_bu4_xuan1
蜜里调油,mi4_li2_tiao3_you2
密锣紧鼓,mi4_luo2_jin2_gu3
密云不雨,mi4_yun2_bu4_yu3
绵里藏针,mian2_li3_cang2_zhen1
勉为其难,mian3_wei2_qi2_nan2
面不改色,mian4_bu4_gai3_se4
面红耳赤,mian4_hong2_er3_chi4
面黄肌瘦,mian4_huang2_ji1_shou4
面面俱到,mian4_mian4_ju1_dao4
面面相觑,mian4_mian4_xiang1_qu4
面目皆非,mian4_mu4_jie1_fei1
面目全非,mian4_mu4_quan2_fei1
面目一新,mian4_mu4_yi4_xin1
面如土色,mian4_ru2_tu3_se4
面无人色,mian4_wu2_ren2_se4
妙不可言,miao4_bu4_ke3_yan2
妙趣横生,miao4_qu4_heng2_sheng1
妙趣横溢,miao4_qu4_heng2_yi4
妙手回春,miao4_shou3_hui2_chun1
妙手空空,miao4_shou3_kong1_kong1
妙语解颐,miao4_yu2_jie3_yi2
灭顶之灾,mie4_ding3_zhi1_zai1
灭绝人性,mie4_jue2_ren2_xing4
民不聊生,min2_bu4_liao2_sheng1
民怨沸腾,min2_yuan4_fei4_teng2
民脂民膏,min2_zhi1_min2_gao1
明辨是非,ming2_bian4_shi4_fei1
明查暗访,ming2_cha2_an4_fang3
明察暗访,ming2_cha2_an4_fang3
明察秋毫,ming2_cha2_qiu1_hao2
明窗净几,ming2_chuang1_jing4_ji1
明火执仗,ming2_huo3_zhi2_zhang4
明镜高悬,ming2_jing4_gao1_xuan2
明来暗往,ming2_lai2_an4_wang3
明媒正娶,ming2_mei2_zheng4_qu3
明目张胆,ming2_mu4_zhang1_dan3
明枪暗箭,ming2_qiang1_an4_jian4
明日黄花,ming2_ri4_huang2_hua1
明哲保身,ming2_zhe2_bao3_shen1
明争暗斗,ming2_zheng1_an4_dou4
明正典刑,ming2_zheng4_dian3_xing2
明知故犯,ming2_zhi1_gu4_fan4
明知故问,ming2_zhi1_gu4_wen4
明珠暗投,ming2_zhu1_an4_tou2
明珠弹雀,ming2_zhu1_tan2_que4
明眸皓齿,ming2_mou2_hao4_chi3
鸣金收兵,ming2_jin1_shou1_bing1
鸣锣开道,ming2_luo2_kai1_dao4
鸣冤叫屈,ming2_yuan1_jiao4_qu1
铭心刻骨,ming2_xin1_ke4_gu3
名不副实,ming2_bu2_fu4_shi2
名不虚传,ming2_bu4_xu1_chuan2
名垂千古,ming2_chui2_qian1_gu3
名垂青史,ming2_chui2_qing1_shi3
名存实亡,ming2_cun2_shi2_wang2
名副其实,ming2_fu4_qi2_shi2
名过其实,ming2_guo4_qi2_shi2
名利双收,ming2_li4_shuang1_shou1
名列前茅,ming2_lie4_qian2_mao2
名落孙山,ming2_luo4_sun1_shan1
名目繁多,ming2_mu4_fan2_duo1
名下无虚,ming2_xia4_wu2_xu1
名扬四海,ming2_yang2_si4_hai3
名扬天下,ming2_yang2_tian1_xia4
名正言顺,ming2_zheng4_yan2_shun4
名缰利锁,ming2_jiang1_li4_suo3
谬种流传,miu4_zhong3_liu2_chuan2
模棱两可,mo2_leng2_liang2_ke3
磨刀霍霍,mo2_dao1_huo4_huo4
磨杵成针,mo2_chu3_cheng2_zhen1
摩顶放踵,mo2_ding3_fang4_zhong3
摩肩接踵,mo2_jian1_jie1_zhong3
摩拳擦掌,mo2_quan2_ca1_zhang3
莫测高深,mo4_ce4_gao1_shen1
莫此为甚,mo4_ci3_wei2_shen2
莫可名状,mo4_ke3_ming2_zhuang4
莫明其妙,mo4_ming2_qi2_miao4
莫名其妙,mo4_ming2_qi2_miao4
莫逆之交,mo4_ni4_zhi1_jiao1
莫须有,mo4_xu1_you3
莫衷一是,mo4_zhong1_yi2_shi4
墨守陈规,mo4_shou3_chen2_gui1
墨守成规,mo4_shou3_cheng2_gui1
默默无闻,mo4_mo4_wu2_wen2
默默无言,mo4_mo4_wu2_yan2
漠不关心,mo4_bu4_guan1_xin1
漠然置之,mo4_ran2_zhi4_zhi1
谋财害命,mou2_cai2_hai4_ming4
暮鼓晨钟,mu4_gu3_chen2_zhong1
暮气沉沉,mu4_qi4_chen2_chen2
暮云春树,mu4_yun2_chun1_shu4
幕天席地,mu4_tian1_xi2_di4
木本水源,mu4_ben2_shui3_yuan2
木雕泥塑,mu4_diao1_ni2_su4
木人石心,mu4_ren2_shi2_xin1
木已成舟,mu4_yi3_cheng2_zhou1
目不见睫,mu4_bu2_jian4_jie2
目不交睫,mu4_bu4_jiao1_jie2
目不窥园,mu4_bu4_kui1_yuan2
目不忍睹,mu4_bu4_ren2_du3
目不识丁,mu4_bu4_shi2_ding1
目不暇接,mu4_bu4_xia2_jie1
目不转睛,mu4_bu4_zhuan3_jing1
目瞪口呆,mu4_deng4_kou3_dai1
目光短浅,mu4_guang1_duan2_qian3
目空一切,mu4_kong1_yi2_qie4
目迷五色,mu4_mi2_wu3_se4
目无全牛,mu4_wu2_quan2_niu2
目无余子,mu4_wu2_yu2_zi3
目指气使,mu4_zhi3_qi4_shi3
目中无人,mu4_zhong1_wu2_ren2
拿粗挟细,na2_cu1_xie2_xi4
耐人寻味,nai4_ren2_xun2_wei4
南箕北斗,nan2_ji1_bei3_dou4
南柯一梦,nan2_ke1_yi2_meng4
南腔北调,nan2_qiang1_bei3_diao4
南辕北辙,nan2_yuan2_bei3_zhe2
南征北战,nan2_zheng1_bei3_zhan4
男盗女娼,nan2_dao4_nv3_chang1
男女老少,nan2_nv2_lao3_shao4
难分难解,nan2_fen1_nan2_jie3
难解难分,nan2_jie3_nan2_fen1
难能可贵,nan2_neng2_ke3_gui4
难舍难分,nan2_she3_nan2_fen1
难言之隐,nan2_yan2_zhi1_yin3
难以置信,nan2_yi3_zhi4_xin4
难于登天,nan2_yu2_deng1_tian1
囊空如洗,nang2_kong1_ru2_xi3
脑满肠肥,nao2_man3_chang2_fei2
恼羞成怒,nao3_xiu1_cheng2_nu4
内视反听,nei4_shi4_fan3_ting1
内外交困,nei4_wai4_jiao1_kun4
内忧外患,nei4_you1_wai4_huan4
能工巧匠,neng2_gong1_qiao3_jiang4
能屈能伸,neng2_qu1_neng2_shen1
能说会道,neng2_shuo1_hui4_dao4
能文能武,neng2_wen2_neng2_wu3
能言善辩,neng2_yan2_shan4_bian4
能者多劳,neng2_zhe3_duo1_lao2
能者为师,neng2_zhe3_wei2_shi1
能征惯战,neng2_zheng1_guan4_zhan4
泥牛入海,ni2_niu2_ru4_hai3
泥沙俱下,ni2_sha1_ju4_xia4
泥足巨人,ni2_zu2_ju4_ren2
拟于不伦,ni3_yu2_bu4_lun2
你死我活,ni2_si3_wo3_huo2
匿影藏形,ni4_ying3_cang2_xing2
逆来顺受,ni4_lai2_shun4_shou4
逆水行舟,ni4_shui3_xing2_zhou1
拈花惹草,nian1_hua1_re2_cao3
拈轻怕重,nian1_qing1_pa4_zhong4
年富力强,nian2_fu4_li4_qiang2
年高德劭,nian2_gao1_de2_shao4
年久月深,nian2_jiu3_yue4_shen1
年轻力壮,nian2_qing1_li4_zhuang4
年深月久,nian2_shen1_yue4_jiu3
念念不忘,nian4_nian4_bu2_wang4
念念有词,nian4_nian4_you3_ci2
念兹在兹,nian4_zi1_zai4_zi1
鸟尽弓藏,niao3_jin4_gong1_cang2
鸟枪换炮,niao3_qiang1_huan4_pao4
鸟语花香,niao2_yu3_hua1_xiang1
涅而不缁,nie4_er2_bu4_zi1
宁缺毋滥,ning4_que1_wu2_lan4
宁死不屈,ning2_si3_bu4_qu1
牛刀小试,niu2_dao1_xiao3_shi4
牛鼎烹鸡,niu2_ding3_peng1_ji1
牛鬼蛇神,niu2_gui3_she2_shen2
牛郎织女,niu2_lang2_zhi1_nv3
牛头马面,niu2_tou2_ma3_mian4
牛溲马勃,niu2_sou1_ma3_bo2
浓妆艳抹,nong2_zhuang1_yan4_mo3
弄假成真,nong4_jia3_cheng2_zhen1
弄巧成拙,nong4_qiao3_cheng2_zhuo1
弄虚作假,nong4_xu1_zuo4_jia3
奴颜媚骨,nu2_yan2_mei4_gu3
奴颜婢膝,nu2_yan2_bi4_xi1
怒不可遏,nu4_bu4_ke3_e4
怒发冲冠,nu4_fa4_chong1_guan1
怒火中烧,nu4_huo3_zhong1_shao1
怒目而视,nu4_mu4_er2_shi4
怒目横眉,nu4_mu4_heng2_mei2
怒气冲冲,nu4_qi4_chong1_chong1
怒气冲天,nu4_qi4_chong1_tian1
怒形于色,nu4_xing2_yu2_se4
藕断丝连,ou3_duan4_si1_lian2
呕心沥血,ou3_xin1_li4_xue4
拍案而起,pai1_an4_er2_qi3
拍案叫绝,pai1_an4_jiao4_jue2
拍手称快,pai1_shou3_cheng1_kuai4
排难解纷,pai2_nan2_jie3_fen1
排沙简金,pai2_sha1_jian3_jin1
排山倒海,pai2_shan1_dao2_hai3
排忧解难,pai2_you1_jie3_nan2
攀龙附凤,pan1_long2_fu4_feng4
盘根错节,pan2_gen1_cuo4_jie2
盘根究底,pan2_gen1_jiu1_di3
判若鸿沟,pan4_ruo4_hong2_gou1
判若云泥,pan4_ruo4_yun2_ni2
庞然大物,pang2_ran2_da4_wu4
旁观者清,pang2_guan1_zhe3_qing1
旁门左道,pang2_men2_zuo3_dao4
旁敲侧击,pang2_qiao1_ce4_ji1
旁若无人,pang2_ruo4_wu2_ren2
旁征博引,pang2_zheng1_bo2_yin3
抛头露面,pao1_tou2_lu4_mian4
抛砖引玉,pao1_zhuan1_yin3_yu4
刨根问底,pao2_gen1_wen4_di3
袍笏登场,pao2_hu4_deng1_chang3
喷薄欲出,pen1_bo2_yu4_chu1
蓬户瓮牖,peng2_hu4_weng4_you3
蓬门荜户,peng2_men2_bi4_hu4
蓬头垢面,peng2_tou2_gou4_mian4
蓬荜增辉,peng2_bi4_zeng1_hui1
朋比为奸,peng2_bi3_wei2_jian1
鹏程万里,peng2_cheng2_wan4_li3
捧腹大笑,peng3_fu4_da4_xiao4
披发左衽,pi1_fa1_zuo3_ren4
披肝沥胆,pi1_gan1_li4_dan3
披荆斩棘,pi1_jing1_zhan3_ji2
披沙拣金,pi1_sha1_jian3_jin1
披头散发,pi1_tou2_san4_fa4
披星戴月,pi1_xing1_dai4_yue4
劈头盖脸,pi1_tou2_gai4_lian3
疲于奔命,pi2_yu2_ben1_ming4
皮开肉绽,pi2_kai1_rou4_zhan4
皮里阳秋,pi2_li3_yang2_qiu1
匹夫有责,pi3_fu1_you3_ze2
匹夫之勇,pi3_fu1_zhi1_yong3
匹马单枪,pi2_ma3_dan1_qiang1
屁滚尿流,pi4_gun3_niao4_liu2
偏听偏信,pian1_ting1_pian1_xin4
片甲不存,pian4_jia3_bu4_cun2
片甲不留,pian4_jia3_bu4_liu2
片瓦无存,pian4_wa3_wu2_cun2
片言只字,pian4_yan2_zhi1_zi4
片纸只字,pian4_zhi3_zhi1_zi4
瓢泼大雨,piao2_po1_da4_yu3
拼死拼活,pin1_si3_pin1_huo2
贫病交加,pin2_bing4_jiao1_jia1
贫病交迫,pin2_bing4_jiao1_po4
贫嘴薄舌,pin2_zui3_bo2_she2
品头论足,pin3_tou2_lun4_zu2
萍水相逢,ping2_shui3_xiang1_feng2
平安无事,ping2_an1_wu2_shi4
平白无故,ping2_bai2_wu2_gu4
平步登天,ping2_bu4_deng1_tian1
平步青云,ping2_bu4_qing1_yun2
平淡无奇,ping2_dan4_wu2_qi2
平地风波,ping2_di4_feng1_bo1
平地楼台,ping2_di4_lou2_tai2
平分秋色,ping2_fen1_qiu1_se4
平铺直叙,ping2_pu1_zhi2_xu4
平起平坐,ping2_qi3_ping2_zuo4
平头正脸,ping2_tou2_zheng4_lian3
平心而论,ping2_xin1_er2_lun4
平心静气,ping2_xin1_jing4_qi4
平易近人,ping2_yi4_jin4_ren2
评头论足,ping2_tou2_lun4_zu2
评头品足,ping2_tou2_pin3_zu2
婆婆妈妈,po2_po2_ma1_ma1
破壁飞去,po4_bi4_fei1_qu4
破釜沉舟,po4_fu3_chen2_zhou1
破镜重圆,po4_jing4_chong2_yuan2
破旧立新,po4_jiu4_li4_xin1
破口大骂,po4_kou3_da4_ma4
破涕为笑,po4_ti4_wei2_xiao4
破天荒,po4_tian1_huang1
破绽百出,po4_zhan4_bai3_chu1
破竹之势,po4_zhu2_zhi1_shi4
魄散魂飞,po4_san4_hun2_fei1
迫不得已,po4_bu4_de2_yi3
迫不及待,po4_bu4_ji2_dai4
迫在眉睫,po4_zai4_mei2_jie2
剖腹藏珠,pou1_fu4_cang2_zhu1
扑朔迷离,pu1_shuo4_mi2_li2
铺天盖地,pu1_tian1_gai4_di4
铺张浪费,pu1_zhang1_lang4_fei4
仆仆风尘,pu2_pu2_feng1_chen2
朴实无华,pu3_shi2_wu2_hua2
普天同庆,pu3_tian1_tong2_qing4
期期艾艾,qi1_qi1_ai4_ai4
欺人太甚,qi1_ren2_tai4_shen4
欺人之谈,qi1_ren2_zhi1_tan2
欺软怕硬,qi1_ruan3_pa4_ying4
欺上瞒下,qi1_shang4_man2_xia4
欺世盗名,qi1_shi4_dao4_ming2
欺世惑众,qi1_shi4_huo4_zhong4
妻离子散,qi1_li2_zi3_san4
七步之才,qi1_bu4_zhi1_cai2
七高八低,qi1_gao1_ba1_di1
七老八十,qi1_lao3_ba1_shi2
七零八落,qi1_ling2_ba1_luo4
七零八碎,qi1_ling2_ba1_sui4
七拼八凑,qi1_pin1_ba1_cou4
七窍生烟,qi1_qiao4_sheng1_yan1
七擒七纵,qi1_qin2_qi1_zong4
七上八下,qi1_shang4_ba1_xia4
七手八脚,qi1_shou3_ba1_jiao3
七嘴八舌,qi1_zui3_ba1_she2
凄风苦雨,qi1_feng1_ku2_yu3
凄风冷雨,qi1_feng1_leng2_yu3
漆黑一团,qi1_hei1_yi4_tuan2
其乐无穷,qi2_le4_wu2_qiong2
其貌不扬,qi2_mao4_bu4_yang2
棋逢对手,qi2_feng2_dui4_shou3
奇耻大辱,qi2_chi3_da4_ru3
奇货可居,qi2_huo4_ke3_ju1
奇文共赏,qi2_wen2_gong4_shang3
奇形怪状,qi2_xing2_guai4_zhuang4
奇珍异宝,qi2_zhen1_yi4_bao3
奇装异服,qi2_zhuang1_yi4_fu2
歧路亡羊,qi2_lu4_wang2_yang2
齐东野语,qi2_dong1_ye2_yu3
齐头并进,qi2_tou2_bing4_jin4
齐心合力,qi2_xin1_he2_li4
齐心协力,qi2_xin1_xie2_li4
旗鼓相当,qi2_gu3_xiang1_dang1
旗开得胜,qi2_kai1_de2_sheng4
旗帜鲜明,qi2_zhi4_xian1_ming2
骑虎难下,qi2_hu3_nan2_xia4
骑马找马,qi2_ma2_zhao3_ma3
起承转合,qi3_cheng2_zhuan3_he2
起手回春,qi2_shou3_hui2_chun1
起死回生,qi2_si3_hui2_sheng1
起早贪黑,qi2_zao3_tan1_hei1
岂有此理,qi2_you3_ci3_li3
乞哀告怜,qi3_ai1_gao4_lian2
企足而待,qi3_zu2_er2_dai4
气冲牛斗,qi4_chong1_niu2_dou4
气冲霄汉,qi4_chong1_xiao1_han4
气喘吁吁,qi4_chuan3_xu1_xu1
气度不凡,qi4_du4_bu4_fan2
气贯长虹,qi4_guan4_chang2_hong2
气急败坏,qi4_ji2_bai4_huai4
气势磅礴,qi4_shi4_pang2_bo2
气势汹汹,qi4_shi4_xiong1_xiong1
气吞山河,qi4_tun1_shan1_he2
气味相投,qi4_wei4_xiang1_tou2
气息奄奄,qi4_xi1_yan2_yan3
气象万千,qi4_xiang4_wan4_qian1
气壮山河,qi4_zhuang4_shan1_he2
弃暗投明,qi4_an4_tou2_ming2
弃甲曳兵,qi4_jia3_ye4_bing1
弃旧图新,qi4_jiu4_tu2_xin1
弃文就武,qi4_wen2_jiu4_wu3
弃邪归正,qi4_xie2_gui1_zheng4
弃瑕录用,qi4_xia2_lu4_yong4
泣不成声,qi4_bu4_cheng2_sheng1
掐头去尾,qia1_tou2_qu4_wei3
恰到好处,qia4_dao4_hao3_chu4
恰如其分,qia4_ru2_qi2_fen4
牵肠挂肚,qian1_chang2_gua4_du4
牵强附会,qian1_qiang3_fu4_hui4
铅刀一割,qian1_dao1_yi4_ge1
千变万化,qian1_bian4_wan4_hua4
千差万别,qian1_cha1_wan4_bie2
千疮百孔,qian1_chuang1_bai2_kong3
千锤百炼,qian1_chui2_bai3_lian4
千方百计,qian1_fang1_bai3_ji4
千夫所指,qian1_fu1_suo2_zhi3
千回百转,qian1_hui2_bai2_zhuan3
千家万户,qian1_jia1_wan4_hu4
千娇百媚,qian1_jiao1_bai3_mei4
千金一诺,qian1_jin1_yi2_nuo4
千金一掷,qian1_jin1_yi4_zhi1
千钧一发,qian1_jun1_yi2_fa4
千钧重负,qian1_jun1_zhong4_fu4
千军万马,qian1_jun1_wan4_ma3
千里鹅毛,qian1_li3_e2_mao2
千里迢迢,qian1_li3_tiao2_tiao2
千了百当,qian1_liao2_bai3_dang4
千虑一得,qian1_lv4_yi4_de2
千虑一失,qian1_lv4_yi4_shi1
千难万难,qian1_nan2_wan4_nan2
千篇一律,qian1_pian1_yi2_lv4
千奇百怪,qian1_qi2_bai3_guai4
千秋大业,qian1_qiu1_da4_ye4
千秋万代,qian1_qiu1_wan4_dai4
千丝万缕,qian1_si1_wan4_lv3
千头万绪,qian1_tou2_wan4_xu4
千辛万苦,qian1_xin1_wan4_ku3
千依百顺,qian1_yi1_bai3_shun4
千载难逢,qian1_zai3_nan2_feng2
千载一时,qian1_zai3_yi4_shi2
千真万确,qian1_zhen1_wan4_que4
千姿百态,qian1_zi1_bai3_tai4
迁善改过,qian1_shan4_gai3_guo4
谦谦君子,qian1_qian1_jun1_zi3
谦虚谨慎,qian1_xu1_jin3_shen4
黔驴技穷,qian2_lv2_ji4_qiong2
黔驴之技,qian2_lv2_zhi1_ji4
钳口结舌,qian2_kou3_jie2_she2
前车之鉴,qian2_che1_zhi1_jian4
前赴后继,qian2_fu4_hou4_ji4
前功尽弃,qian2_gong1_jin4_qi4
前呼后应,qian2_hu1_hou4_ying4
前呼后拥,qian2_hu1_hou4_yong1
前仆后继,qian2_pu1_hou4_ji4
前思后想,qian2_si1_hou4_xiang3
前所未闻,qian2_suo3_wei4_wen2
前所未有,qian2_suo3_wei4_you3
前无古人,qian2_wu2_gu3_ren2
前仰后合,qian2_yang3_hou4_he2
前因后果,qian2_yin1_hou4_guo3
潜移默化,qian2_yi2_mo4_hua4
浅尝辄止,qian3_chang2_zhe2_zhi3
欠债还钱,qian4_zhai4_huan2_qian2
枪林弹雨,qiang1_lin2_dan4_yu3
枪响靶落,qiang1_xiang2_ba3_luo4
强词夺理,qiang2_ci2_duo2_li3
强人所难,qiang2_ren2_suo3_nan2
强弩之末,qiang2_nu3_zhi1_mo4
敲骨吸髓,qiao1_gu3_xi1_sui3
敲山震虎,qiao1_shan1_zhen4_hu3
敲诈勒索,qiao1_zha4_le4_suo3
乔迁之喜,qiao2_qian1_zhi1_xi3
巧夺天工,qiao3_duo2_tian1_gong1
巧立名目,qiao3_li4_ming2_mu4
巧取豪夺,qiao2_qu3_hao2_duo2
巧言令色,qiao3_yan2_ling4_se4
巧言如簧,qiao3_yan2_ru2_huang2
翘首以待,qiao2_shou2_yi3_dai4
翘足引领,qiao2_zu2_yin2_ling3
切齿痛恨,qie4_chi3_tong4_hen4
切磋琢磨,qie4_cuo1_zhuo2_mo2
切肤之痛,qie4_fu1_zhi1_tong4
切骨之仇,qie4_gu3_zhi1_chou2
怯声怯气,qie4_sheng1_qie4_qi4
窃钩窃国,qie4_gou1_qie4_guo2
窃窃私语,qie4_qie4_si1_yu3
窃玉偷香,qie4_yu4_tou1_xiang1
钦差大臣,qin1_chai1_da4_chen2
亲密无间,qin1_mi4_wu2_jian1
亲如手足,qin1_ru2_shou3_zu2
亲痛仇快,qin1_tong4_chou2_kuai4
秦镜高悬,qin2_jing4_gao1_xuan2
秦楼楚馆,qin2_lou2_chu2_guan3
琴棋书画,qin2_qi2_shu1_hua4
勤俭节约,qin2_jian3_jie2_yue1
勤学苦练,qin2_xue2_ku3_lian4
沁人心脾,qin4_ren2_xin1_pi2
沁入心扉,qin4_ru4_xin1_fei1
青出于蓝,qing1_chu1_yu2_lan2
青红皂白,qing1_hong2_zao4_bai2
青黄不接,qing1_huang2_bu4_jie1
青梅竹马,qing1_mei2_zhu2_ma3
青面獠牙,qing1_mian4_liao2_ya2
青山绿水,qing1_shan1_lv4_shui3
青天白日,qing1_tian1_bai2_ri4
青云直上,qing1_yun2_zhi2_shang4
轻车简从,qing1_che1_jian3_cong2
轻车熟路,qing1_che1_shu2_lu4
轻而易举,qing1_er2_yi4_ju3
轻歌曼舞,qing1_ge1_man4_wu3
轻举妄动,qing1_ju3_wang4_dong4
轻口薄舌,qing1_kou3_bo2_she2
轻描淡写,qing1_miao2_dan4_xie3
轻诺寡信,qing1_nuo4_gua3_xin4
轻世傲物,qing1_shi4_ao4_wu4
轻手轻脚,qing1_shou3_qing1_jiao3
轻于鸿毛,qing1_yu2_hong2_mao2
轻重倒置,qing1_zhong4_dao4_zhi4
轻重缓急,qing1_zhong4_huan3_ji2
轻嘴薄舌,qing1_zui3_bo2_she2
