# 来源：本词表来自BCC语料库汉语部分的科技（technology）频道。
# 说明：未去除字母词。存在部分数量词残留。
# 制作：北京语言大学・信息科学学院・大数据与教育技术研究所 2015年10月
# 引用：北京语言大学BCC语料库 http://bcc.blcu.edu.cn
# 吾匣：截取频数大于等于200的数据
词,排名,频数
第３类,64016,604
生不逢时,64017,604
华家,64018,604
美容业,64019,604
延边朝鲜族自治州,64020,604
碳循环,64021,604
马立克,64022,604
Ｂｍ,64023,604
逖,64024,604
吕不韦,64025,604
佛光,64026,604
Ｕｎ,64027,604
检审,64028,604
功德无量,64029,604
压舌板,64030,604
Ｏｘ,64031,604
ＣＢＴ,64032,604
后晋,64033,604
摄政,64034,604
单色仪,64035,604
快慰,64036,604
繁花,64037,604
彭氏,64038,604
ｈｎ,64039,604
??,64040,604
唐先生,64041,604
合当,64042,604
林徽,64043,604
中国协和医科大学医药生物技术研究所,64044,604
安静下来,64045,604
完好性,64046,604
荠,64047,604
执行性,64048,604
ＭＡＣＤ,64049,604
拼出,64050,604
君长,64051,603
开发量,64052,603
水保站,64053,603
悬棺葬,64054,603
马步,64055,603
菰,64056,603
皎洁,64057,603
四等奖,64058,603
开发类,64059,603
戚务生,64060,603
茺,64061,603
６０．７％,64062,603
瑟瑟,64063,603
沉积率,64064,603
罗格列,64065,603
赌徒,64066,603
类时,64067,603
ＪＮ,64068,603
止步不前,64069,603
ＶａＤ,64070,603
无措,64071,603
ｕｐ,64072,603
发网,64073,603
è,64074,603
脱离者,64075,603
ＥＳＯＰ,64076,603
ｐｆ,64077,603
归公,64078,603
散列,64079,603
ａｂｌ,64080,603
独当一面,64081,603
中毒量,64082,603
胡裕树,64083,603
土楼,64084,603
工程类,64085,603
实心球,64086,603
姐妹们,64087,603
天津轻工业学院,64088,603
约期,64089,603
对电极,64090,603
圣明,64091,603
姜半夏,64092,603
ＡＧＭ,64093,602
阿弥陀佛,64094,602
ＹＡＣ,64095,602
经商者,64096,602
无收缩,64097,602
淋失,64098,602
工长,64099,602
车把,64100,602
扬州大学畜牧兽医学院,64101,602
许愿,64102,602
勾心斗角,64103,602
决堤,64104,602
东疆,64105,602
针砭,64106,602
丝绒,64107,602
极小点,64108,602
吼叫,64109,602
哨所,64110,602
群婚,64111,602
陈寅,64112,602
沈阳出版社,64113,602
狗咬,64114,602
阴损,64115,602
ｓｋＰａ,64116,602
千佛洞,64117,602
６８．６％,64118,602
流动率,64119,602
美国国立卫生研究院,64120,602
第６２页,64121,602
干爽,64122,602
馨香,64123,602
阴离子型,64124,602
弯弯曲曲,64125,602
污损,64126,602
ＳＰＴ,64127,602
勤恳,64128,602
周正毅,64129,602
延河,64130,602
糊弄,64131,602
书画展,64132,602
同类项,64133,602
江夏,64134,602
手术费,64135,602
顾恺之,64136,602
基隆,64137,602
浑仪,64138,602
酒宴,64139,601
汤为,64140,601
渗透剂,64141,601
С,64142,601
小华,64143,601
对话方式,64144,601
腐蚀剂,64145,601
涿州,64146,601
韧皮纤维,64147,601
东南角,64148,601
定然,64149,601
跪拜,64150,601
文汇报,64151,601
旅行车,64152,601
存活性,64153,601
罗山,64154,601
工联,64155,601
毫安,64156,601
风流人物,64157,601
豹子,64158,601
理解者,64159,601
收获量,64160,601
形象大使,64161,601
虫灾,64162,601
９２．２％,64163,601
标图,64164,601
ＹＩ,64165,601
齐穗期,64166,601
一组组,64167,601
王主任,64168,601
广州城,64169,601
主流派,64170,601
ＱＤ,64171,601
窖藏,64172,601
红变,64173,601
平谷,64174,601
哈特,64175,601
ＶＥＧＦＲ,64176,601
打蜡,64177,601
进步法,64178,601
Ｕ形管,64179,601
胆汁质,64180,601
Ｃａｇｅ,64181,601
ＤＲＡＭ,64182,601
生物法,64183,600
缜,64184,600
水解率,64185,600
铳,64186,600
舞步,64187,600
顺从性,64188,600
迁安,64189,600
有分寸,64190,600
党群,64191,600
Ｌｙ,64192,600
ＪＥＶ,64193,600
排山倒海,64194,600
ＣＮＲ,64195,600
干燥性,64196,600
喏,64197,600
木兰科,64198,600
劳顿,64199,600
入仓,64200,600
流行期,64201,600
孟姜女,64202,600
５７．９％,64203,600
维艰,64204,600
何言,64205,600
稍许,64206,600
复平面,64207,600
谈天,64208,600
ＸＲ,64209,600
娴,64210,600
面议,64211,600
人力车,64212,600
甘汞,64213,600
宁南,64214,600
个旧市,64215,600
纯粹性,64216,600
Ｔｈｌ,64217,600
速度型,64218,600
绒线,64219,600
碉堡,64220,600
有症状者,64221,600
刘立清,64222,600
猛药,64223,600
蓬蓬勃勃,64224,600
芦柑,64225,600
９３．９％,64226,600
ＥＭＩ,64227,600
４１．８％,64228,600
一拥而上,64229,600
美国队,64230,600
８１．２％,64231,600
印欧语,64232,600
ＰＡＳＭＣ,64233,600
计算机网络化,64234,600
洪恩,64235,600
石像,64236,600
调色板,64237,600
贝克尔,64238,600
筛选法,64239,600
龙门山,64240,600
虚假性,64241,600
寥若晨星,64242,600
Ｖａｌｓａｌｖａ,64243,600
巴中,64244,600
琼州海峡,64245,600
４０．３％,64246,600
ＰＬＬ,64247,600
结疤,64248,600
荡气回肠,64249,599
千字文,64250,599
饮料业,64251,599
嬗,64252,599
养鹿,64253,599
古猿,64254,599
邂,64255,599
良缘,64256,599
松弛性,64257,599
身形,64258,599
活脱脱,64259,599
悼亡,64260,599
通气机,64261,599
ＧＭＣ,64262,599
垓下,64263,599
支前,64264,599
作古,64265,599
ｅｔｃ,64266,599
丛谈,64267,599
第十四次,64268,599
大邱庄,64269,599
改良型,64270,599
索马里,64271,599
保康,64272,599
志在必得,64273,599
严氏,64274,599
少先队员,64275,599
处变不惊,64276,599
鸟笼,64277,599
金盘,64278,599
神殿,64279,599
ＡＭＰＡ,64280,599
父母之命,64281,599
贱卖,64282,599
报名费,64283,599
精制品,64284,599
可浮性,64285,599
陈宏,64286,599
蒋抗日,64287,599
矿坑,64288,599
姓李,64289,599
洗练,64290,599
老视,64291,599
扎成,64292,599
英国法,64293,599
ＳＦＣ,64294,599
自由民,64295,599
丰腴,64296,599
万里路,64297,599
追星,64298,599
老套,64299,599
财务司,64300,599
浴血,64301,599
耕者有其田,64302,599
黎磊石,64303,599
落网,64304,599
墙头,64305,599
凯里,64306,599
益友,64307,599
九月份,64308,599
坚不可摧,64309,599
遂宁市,64310,599
互锁,64311,598
弭,64312,598
德鲁克,64313,598
ＸＡ,64314,598
听政,64315,598
洄游,64316,598
Ｘｕ,64317,598
第三家,64318,598
９２．１％,64319,598
鄙人,64320,598
揭短,64321,598
熟透,64322,598
基诺,64323,598
９３．４％,64324,598
Ｍａｒｓｈａｌｌ,64325,598
ａｅ,64326,598
事态发展,64327,598
公刘,64328,598
ＳＴＬ,64329,598
吸收式,64330,598
水旱轮作,64331,598
公安县,64332,598
国礼,64333,598
琼海,64334,598
人山人海,64335,598
黄克诚,64336,598
陀螺仪,64337,598
生根发芽,64338,598
苍龙,64339,598
熟能生巧,64340,598
烈属,64341,598
泰达,64342,598
行扫描,64343,598
上行下效,64344,598
粘着力,64345,598
酸雾,64346,598
ＰＥＭＳ,64347,598
画工,64348,598
起早贪黑,64349,598
刘铭传,64350,598
陕蒙,64351,598
上乘之作,64352,598
等车,64353,598
延长率,64354,598
Ｃａｃｈｅ,64355,598
秋高气爽,64356,598
水族箱,64357,597
８７．８％,64358,597
ＴＥＣ,64359,597
罗培南,64360,597
ＣＲＶＯ,64361,597
冠县,64362,597
血吸虫性,64363,597
机不可失,64364,597
涡度,64365,597
代工,64366,597
滨州地区,64367,597
早退,64368,597
驻厂,64369,597
煎饼,64370,597
轻油,64371,597
血压正常者,64372,597
ＨＶＩ,64373,597
马家军,64374,597
人无完人,64375,597
ＳＴＢ,64376,597
吃皇粮,64377,597
胜境,64378,597
中和法,64379,597
自然淘汰,64380,597
ＹＢ,64381,597
一家家,64382,597
声门上型,64383,597
撞倒,64384,597
卫生和,64385,597
第８３页,64386,597
钏,64387,597
全音,64388,597
身败名裂,64389,597
周宁,64390,597
单县,64391,597
书经,64392,597
损失费,64393,597
宋建,64394,597
诸般,64395,597
内容量,64396,597
风致,64397,597
沂河,64398,597
干警们,64399,597
系统级,64400,597
起哄,64401,597
鱼虫,64402,597
铁官,64403,597
前弓,64404,597
龙海,64405,597
咬紧牙关,64406,597
誓词,64407,597
我们俩,64408,597
１４．０％,64409,597
大生纱厂,64410,597
怪兽,64411,596
严重室性,64412,596
ＳＬＳ,64413,596
以退为进,64414,596
ＵＩＰ,64415,596
射精管,64416,596
旧习,64417,596
教友,64418,596
金兰,64419,596
第７周,64420,596
辨证法,64421,596
并发症率,64422,596
反串,64423,596
保持率,64424,596
ＡＬＣ,64425,596
５７．８％,64426,596
绰绰有余,64427,596
漂洋过海,64428,596
京都大学,64429,596
白亮,64430,596
煤球,64431,596
善变,64432,596
百感交集,64433,596
Ｈｉｌｌ,64434,596
铺砌,64435,596
ＪＧ,64436,596
刘新民,64437,596
荷泽,64438,596
被除数,64439,596
ＰＭＷＳ,64440,596
赤豆,64441,596
检测线,64442,596
孤陋寡闻,64443,596
鄂豫皖,64444,596
佳丽,64445,596
穿孔性,64446,596
Ｎｉｆ,64447,596
住院者,64448,596
谢家,64449,596
广西自治区,64450,596
后索,64451,596
第二支,64452,596
搅拌法,64453,596
瓜葛,64454,596
及时雨,64455,596
ＸＹＺ,64456,596
谆谆告诫,64457,596
主仆,64458,596
北京路,64459,596
张建军,64460,596
根根,64461,596
零用钱,64462,595
湍急,64463,595
大异其趣,64464,595
皮仁诺,64465,595
主上,64466,595
轻松活泼,64467,595
郊野,64468,595
郏,64469,595
门禁,64470,595
音信,64471,595
直道,64472,595
麦盖提,64473,595
弯度,64474,595
踩踏,64475,595
芥菜型,64476,595
布防,64477,595
数千亿,64478,595
声控,64479,595
折页,64480,595
配线架,64481,595
自调整,64482,595
缺刻,64483,595
黑河市,64484,595
楫,64485,595
四则运算,64486,595
倒戈,64487,595
商路,64488,595
充耳不闻,64489,595
第十五届,64490,595
有关性,64491,595
中国作协,64492,595
任彦申,64493,595
施釉,64494,595
馔,64495,595
愈合者,64496,595
ＰＭＩ,64497,595
音叉,64498,595
永别,64499,595
被服,64500,595
Ｆｒａｎｋｅｌ,64501,595
火龙,64502,595
历险记,64503,595
平权,64504,595
鬟,64505,595
干馏,64506,595
劝善,64507,595
印制板,64508,595
ＴＱＭ,64509,595
７５．６％,64510,595
野驴,64511,595
Ｇａｒｄｎｅｒ,64512,594
黄宾虹,64513,594
龌龊,64514,594
张国华,64515,594
Ｋｒｅｂｓ,64516,594
岫岩,64517,594
宣传费,64518,594
李毅,64519,594
铸铜,64520,594
胞内酶,64521,594
白茅根,64522,594
望洋兴叹,64523,594
控制球,64524,594
凉意,64525,594
抢掠,64526,594
Ｇｔ,64527,594
６７．８％,64528,594
５１．４％,64529,594
十月份,64530,594
吴昌硕,64531,594
德彪西,64532,594
煤场,64533,594
引导式,64534,594
Ｃｚ,64535,594
辐照度,64536,594
ｃＡ,64537,594
ＡＩＰ,64538,594
社教,64539,594
中队长,64540,594
砧骨,64541,594
选拔性,64542,594
男声,64543,594
轮班,64544,594
严峻性,64545,594
高压釜,64546,594
Ｋｆ,64547,594
一掷千金,64548,594
没商量,64549,594
锯开,64550,594
盗印,64551,594
缓行,64552,594
出国人员,64553,594
空房,64554,594
海南出版社,64555,594
秦史,64556,594
ＣＮＭＲ,64557,594
贮积,64558,594
菱锰矿,64559,594
Ｖｇ,64560,594
ＤＳＴ,64561,593
夏瑜,64562,593
滑模,64563,593
目次,64564,593
散热量,64565,593
舐,64566,593
杨小楼,64567,593
徐缓,64568,593
亚中,64569,593
中国有色金属工业协会,64570,593
Ｗａｒｄ,64571,593
修女,64572,593
开阳,64573,593
决绝,64574,593
郭玉璞,64575,593
轻举妄动,64576,593
班委会,64577,593
猓,64578,593
折回,64579,593
房客,64580,593
首度,64581,593
意志坚强,64582,593
叶琳,64583,593
位面,64584,593
传递者,64585,593
ＧＡＴＡ,64586,593
采砂船,64587,593
记实,64588,593
江平,64589,593
事业型,64590,593
全总,64591,593
ＸＲＦ,64592,593
ＡＣＣＡ,64593,593
孤军作战,64594,593
尼莫通,64595,593
互通式,64596,593
卓识,64597,593
起承转合,64598,593
ＳＴＩＲ,64599,593
海陆空,64600,593
旌旗,64601,593
露脸,64602,593
配位数,64603,593
大杂烩,64604,593
批评界,64605,593
篥,64606,593
??,64607,593
下策,64608,593
非增,64609,593
先君,64610,593
输入性,64611,593
棉卷,64612,593
刘兰芝,64613,593
小细胞性,64614,593
厌气,64615,593
坐式,64616,593
ＳＩＭＳ,64617,592
架次,64618,592
ＬｏｎＷｏｒｋｓ,64619,592
半幅,64620,592
翻船,64621,592
８７．２％,64622,592
晕车,64623,592
恒温器,64624,592
协作性,64625,592
触底,64626,592
口口声声,64627,592
杨花,64628,592
自由职业者,64629,592
德赛,64630,592
Ｄａｖｉｄ,64631,592
ＺＶ,64632,592
库尔德,64633,592
|,64634,592
ＹＪ,64635,592
中科健,64636,592
ｔＲ,64637,592
噪声性,64638,592
南澳,64639,592
老手,64640,592
印刷纸,64641,592
快攻,64642,592
白城市,64643,592
琵,64644,592
碎米,64645,592
平常人,64646,592
Ｌｏｗｎ,64647,592
触礁,64648,592
进度表,64649,592
烂泥,64650,592
内毒素性,64651,592
兰州生物制品研究所,64652,592
热化学,64653,592
西安高新区,64654,592
余毒,64655,592
ｂｂ,64656,592
虚度,64657,592
轻音乐,64658,592
文成公主,64659,592
从江,64660,592
ＰＣＲＲＦＬＰ,64661,592
镇平,64662,592
审查员,64663,591
希勒,64664,591
ＣＦＬ,64665,591
凄楚,64666,591
区隔,64667,591
领袖们,64668,591
相控阵,64669,591
鼓励类,64670,591
美孚,64671,591
不痛不痒,64672,591
鸡瘟,64673,591
引见,64674,591
苛化,64675,591
剧中人,64676,591
ＭＡＲ,64677,591
良好率,64678,591
化疗者,64679,591
ＡＲＰ,64680,591
情有可原,64681,591
天梯,64682,591
整批,64683,591
年成,64684,591
固定型,64685,591
睡意,64686,591
第２届,64687,591
皆伐,64688,591
４４．３％,64689,591
王师,64690,591
足协杯,64691,591
睡衣,64692,591
经销商们,64693,591
稳操胜券,64694,591
舌下腺,64695,591
中断请求,64696,591
愤世嫉俗,64697,591
ＣＰＦＸ,64698,591
第一车,64699,591
旅费,64700,591
古时候,64701,591
固执己见,64702,591
出题目,64703,591
有品位,64704,591
ＳＰＦ级,64705,591
第４６条,64706,591
ｈＭＧ,64707,591
合数,64708,591
第五十九条,64709,590
泌阳,64710,590
ＰＥＴＣＯ,64711,590
互帮互助,64712,590
泄漏率,64713,590
ｊＬ,64714,590
广西教育出版社,64715,590
唯心史观,64716,590
吃不消,64717,590
第６７页,64718,590
牢不可破,64719,590
中程,64720,590
载记,64721,590
拙政园,64722,590
黄金海岸,64723,590
皮肤型,64724,590
秀发,64725,590
巧遇,64726,590
掌纹,64727,590
第１节,64728,590
ＮＢＣＡ,64729,590
南市区,64730,590
怀特海,64731,590
没入,64732,590
杜传书,64733,590
鬼斧神工,64734,590
潘天寿,64735,590
ＩＣＱ,64736,590
蜜柚,64737,590
贤达,64738,590
动物油,64739,590
Ｏｈ,64740,590
入迷,64741,590
极小化,64742,590
丁肇中,64743,590
广元市,64744,590
上海机场,64745,590
心急,64746,590
度盘,64747,590
日圆,64748,590
ＭｎＲ,64749,590
婉言,64750,589
下狱,64751,589
爱斯基摩人,64752,589
ＭＨＤ,64753,589
ｓｏｌ,64754,589
大义凛然,64755,589
生徒,64756,589
鼓窦,64757,589
墟市,64758,589
索洛,64759,589
定价法,64760,589
建立时间,64761,589
临界期,64762,589
ＨＳＶＴＫ,64763,589
天线阵,64764,589
亚运,64765,589
陶冶性情,64766,589
恐龙蛋,64767,589
无理取闹,64768,589
种鱼,64769,589
刘坚,64770,589
震灾,64771,589
瞳子,64772,589
鞭毛虫,64773,589
买价,64774,589
ｒｈ,64775,589
铁骑,64776,589
主要承担者,64777,589
密闭性,64778,589
中国制笔协会,64779,589
干燥度,64780,589
用人之道,64781,589
歪曲事实,64782,589
决明,64783,589
花园口,64784,589
薄熙来,64785,589
ＵＭＬ,64786,589
眭,64787,589
Ｒｌ,64788,589
趁此,64789,589
勤务员,64790,589
保证期,64791,589
饭食,64792,589
准备状态,64793,589
南雄,64794,589
嘀咕,64795,589
四面楚歌,64796,589
神采飞扬,64797,589
德为,64798,589
十二生肖,64799,589
电磁式,64800,589
荔湾区,64801,589
加号,64802,588
项王,64803,588
中缝核,64804,588
大展宏图,64805,588
超声法,64806,588
扫墓,64807,588
狼山,64808,588
Ｉｎｏｕｅ,64809,588
遒劲,64810,588
Ｍｏｏｒｅ,64811,588
不寒而栗,64812,588
泉流,64813,588
谭震林,64814,588
记录法,64815,588
配件厂,64816,588
影响者,64817,588
兴山,64818,588
４来,64819,588
空当,64820,588
健全性,64821,588
交火,64822,588
背散射,64823,588
血泊,64824,588
晋阳,64825,588
顶球,64826,588
ｍｏｎ,64827,588
次固结,64828,588
丁丙诺,64829,588
张贤亮,64830,588
武都,64831,588
胶体磨,64832,588
ＰＭＮｓ,64833,588
棉条,64834,588
麦克隆,64835,588
甜甜的,64836,588
温故而知新,64837,588
师大学报,64838,588
寿命期,64839,588
第２２卷,64840,588
稀里糊涂,64841,588
善书,64842,587
侍候,64843,587
软件维护,64844,587
孝义,64845,587
叫嚷,64846,587
觞,64847,587
运算符,64848,587
髹,64849,587
一手交钱,64850,587
转换系统,64851,587
消溶,64852,587
输卵管性,64853,587
主科,64854,587
僻静,64855,587
胼胝,64856,587
装饰布,64857,587
走失,64858,587
第６版,64859,587
窥见一斑,64860,587
却步,64861,587
镇南,64862,587
投资者们,64863,587
偷换,64864,587
假发,64865,587
老聃,64866,587
试剂法,64867,587
独生子,64868,587
通分,64869,587
初保,64870,587
天人相应,64871,587
郁久化,64872,587
ＯＤＣ,64873,587
灵药,64874,587
５３．７％,64875,587
立夏,64876,587
麦克白,64877,587
候车室,64878,587
蹩脚,64879,587
鲇,64880,587
⒚,64881,587
世俗性,64882,587
暴风,64883,587
切力,64884,587
黎兵,64885,587
直击,64886,587
入籍,64887,587
考拉,64888,587
器材厂,64889,586
马六甲,64890,586
实盘,64891,586
缘支,64892,586
本港,64893,586
梗塞者,64894,586
板板,64895,586
佝偻,64896,586
听凭,64897,586
成龙配套,64898,586
茶室,64899,586
蓓,64900,586
东北林业大学,64901,586
蜕化变质,64902,586
沂水,64903,586
ＩＮＫ,64904,586
凇,64905,586
原核细胞,64906,586
蒙古文,64907,586
文工团,64908,586
５９．５％,64909,586
支持环境,64910,586
服侍,64911,586
Ｌｍ,64912,586
鞍马,64913,586
揽存,64914,586
更新统,64915,586
官僚化,64916,586
ＲＳＲ,64917,586
去杂去劣,64918,586
中国农业科学院棉花研究所,64919,586
继发龋,64920,586
史俊南,64921,586
西洋人,64922,586
２５．１％,64923,586
遐思,64924,586
吨公里,64925,586
弥陀,64926,586
养鸭业,64927,586
超重率,64928,586
ＢＡＳ,64929,586
一字一句,64930,586
肛提肌,64931,586
利马,64932,586
竞猜,64933,586
小史,64934,586
歇斯底里,64935,586
镁砂,64936,586
夏令,64937,586
井然,64938,586
０．０７％,64939,586
二萜,64940,586
目的物,64941,586
温饱线,64942,586
ＰＢＭＣｓ,64943,586
ａｔｍ,64944,586
端系统,64945,586
山里人,64946,586
实质期,64947,585
一份份,64948,585
光刻胶,64949,585
盲孔,64950,585
黄华华,64951,585
云浮,64952,585
圆心角,64953,585
边角料,64954,585
收礼,64955,585
猜谜,64956,585
庚寅,64957,585
璩,64958,585
蕤,64959,585
异腈,64960,585
８３．９％,64961,585
食心虫,64962,585
侪,64963,585
肉用鸡,64964,585
巨商,64965,585
早盘,64966,585
ｅｄｕ,64967,585
３７．４％,64968,585
历史化,64969,585
温宿县,64970,585
沉积期,64971,585
胜迹,64972,585
轴功率,64973,585
波动率,64974,585
得体性,64975,585
３７．１％,64976,585
手相,64977,585
暖湿气流,64978,585
硝酸钠,64979,585
递减率,64980,585
郦道元,64981,585
坏蛋,64982,585
裤带,64983,585
陡峻,64984,585
斯堪的纳维亚,64985,585
包豪斯,64986,585
毁伤,64987,585
连锁图,64988,585
Ｚｘ,64989,585
献艺,64990,585
带电体,64991,585
铺子,64992,585
ＲＩＳＣ,64993,585
变相体罚,64994,585
王艳,64995,585
夜不能寐,64996,585
高先生,64997,585
时世,64998,585
ｂａ,64999,585
ｌｆ,65000,584
筋力,65001,584
西画,65002,584
建筑队,65003,584
刘俊杰,65004,584
子簇,65005,584
单维,65006,584
仲秋,65007,584
遗老,65008,584
林道,65009,584
如释重负,65010,584
马军,65011,584
７４．４％,65012,584
岳庙,65013,584
微型客车,65014,584
提及率,65015,584
汉坦,65016,584
照相馆,65017,584
宜林地,65018,584
望望,65019,584
赫拉克利特,65020,584
头角,65021,584
香茶,65022,584
经济日报出版社,65023,584
危在旦夕,65024,584
自我陶醉,65025,584
ＨＳＯ,65026,584
缩水率,65027,584
污辱,65028,584
ＶＦＰ,65029,584
昆明山,65030,584
碳元素,65031,584
中间砧,65032,584
支炎,65033,584
４８．２％,65034,584
壬辰,65035,584
举事,65036,584
杂项,65037,584
Ｇｅｌ,65038,584
截肢率,65039,584
ｅｃ,65040,584
华润集团,65041,584
庄田,65042,584
伊人,65043,584
哄堂大笑,65044,584
４５．４％,65045,584
坐商,65046,584
擘,65047,584
占用率,65048,583
光天化日,65049,583
殉情,65050,583
安妮,65051,583
外罩,65052,583
ＯＳＡ,65053,583
生命期,65054,583
送客,65055,583
自氧化法,65056,583
面盆,65057,583
马某,65058,583
塘边,65059,583
知人论世,65060,583
刚直,65061,583
华发,65062,583
黏合剂,65063,583
广东人民出版社,65064,583
酒肆,65065,583
下跪,65066,583
永泰,65067,583
隐匿型,65068,583
循环法,65069,583
拉高,65070,583
柜上,65071,583
工具钢,65072,583
阳维,65073,583
坦陈,65074,583
宣传册,65075,583
莫桑比克,65076,583
崇山,65077,583
开先河,65078,583
小黄鱼,65079,583
光杆,65080,583
最低位,65081,583
青筋,65082,583
闰年,65083,583
保护行,65084,583
熠熠,65085,583
Ｂａｎａｃｈ,65086,583
避邪,65087,583
一根根,65088,583
蜘蛛网,65089,583
原方,65090,583
元语言,65091,583
Ｐｋ,65092,583
窃贼,65093,583
平纹,65094,583
白日梦,65095,582
砸烂,65096,582
第５１页,65097,582
甘保罗,65098,582
实弹,65099,582
动摩擦,65100,582
地质队,65101,582
团团转,65102,582
谢罪,65103,582
旋后肌,65104,582
想通,65105,582
脏乱,65106,582
随遇而安,65107,582
照壁,65108,582
Ｂｅｌ,65109,582
第１８天,65110,582
显形,65111,582
８０．４％,65112,582
三房心,65113,582
原诗,65114,582
盛京,65115,582
网恋,65116,582
有志者,65117,582
小艇,65118,582
武戏,65119,582
湘西自治州,65120,582
未卜,65121,582
国师,65122,582
王引之,65123,582
６２．３％,65124,582
杭州市红十字会,65125,582
８９．６％,65126,582
取样器,65127,582
姚文元,65128,582
资源管理器,65129,582
堆码,65130,582
拖泥带水,65131,582
停时,65132,582
巴东县,65133,582
初出茅庐,65134,582
华东师大出版社,65135,582
性解放,65136,582
綦江,65137,582
衔铁,65138,582
小贝,65139,582
张慧,65140,582
陋俗,65141,581
雪人,65142,581
铅直,65143,581
求贤若渴,65144,581
五项原则,65145,581
清晰性,65146,581
水雷,65147,581
绩溪,65148,581
北京理工大学出版社,65149,581
小海,65150,581
穷途末路,65151,581
Ｍｅｉｅｒ,65152,581
范晓,65153,581
神经型,65154,581
见分晓,65155,581
颡,65156,581
问卷调查法,65157,581
内蒙古蒙医学院,65158,581
带路,65159,581
武人,65160,581
药箱,65161,581
恫吓,65162,581
自行其是,65163,581
筛泡,65164,581
ＡＬＤＨ,65165,581
平平的,65166,581
自得其乐,65167,581
ｌｔ,65168,581
皇太极,65169,581
出点子,65170,581
直线法,65171,581
官印,65172,581
ｎＪ,65173,581
张国焘,65174,581
货色,65175,581
短轴观,65176,581
童稚,65177,581
偷走,65178,581
含蕴,65179,581
含情,65180,581
刮风下雨,65181,581
民航局,65182,581
Ｐｚ,65183,581
淘米,65184,581
间隔区,65185,581
阴维,65186,581
病号,65187,581
鸦雀无声,65188,581
铁链,65189,581
不渝,65190,581
尾鳍,65191,581
卡子,65192,580
９８．９％,65193,580
ｆｍ,65194,580
ＡＦＬ,65195,580
莎车县,65196,580
高度接触性,65197,580
南亚热,65198,580
职改,65199,580
姜文,65200,580
行舟,65201,580
南风,65202,580
马哈蒂尔,65203,580
篾,65204,580
蓓蕾,65205,580
皮制,65206,580
ＳＡＥ,65207,580
方城,65208,580
制钱,65209,580
迪庆州,65210,580
６８．２％,65211,580
翻检,65212,580
人才招聘会,65213,580
大巴山,65214,580
王妃,65215,580
心神不宁,65216,580
说开,65217,580
ＸＪ,65218,580
不懂法,65219,580
民族志,65220,580
图存,65221,580
废物利用,65222,580
检错,65223,580
猪头,65224,580
那片,65225,580
体节,65226,580
ＣＥＴ,65227,580
宽体,65228,580
梁平波,65229,580
领教,65230,580
ＧｅＦｏｒｃｅ,65231,580
巴斯夫,65232,580
擦痕,65233,580
４３．４％,65234,580
外路,65235,580
ｓＰ,65236,580
排水管网,65237,580
刘天华,65238,580
阳朔,65239,580
鲁西南,65240,580
磷块岩,65241,580
再贴现率,65242,580
云和县,65243,580
信息熵,65244,580
出风头,65245,580
内乡,65246,580
ｘｋ,65247,580
心烦意乱,65248,580
争胜,65249,580
ＡＮＳＩ,65250,580
活路,65251,579
编织骨,65252,579
阳江市,65253,579
投机商,65254,579
机译,65255,579
泥人,65256,579
海南大学,65257,579
原水,65258,579
浑浊度,65259,579
阿拉伯半岛,65260,579
祭拜,65261,579
倒映,65262,579
愕然,65263,579
盗掘,65264,579
清华大学经济管理学院,65265,579
湖南医学院,65266,579
吾辈,65267,579
聋子,65268,579
３５．１％,65269,579
伊宁县,65270,579
绝世,65271,579
行市,65272,579
想想看,65273,579
学术型,65274,579
紊乱性,65275,579
表文,65276,579
千真万确,65277,579
满脑子,65278,579
工运,65279,579
痛快淋漓,65280,579
大年三十,65281,579
小陈,65282,579
怕什么,65283,579
险象环生,65284,579
环发,65285,579
复音,65286,579
囊中羞涩,65287,579
低贱,65288,579
弹丸之地,65289,579
产卵期,65290,579
空洞型,65291,579
照面,65292,579
王宁,65293,579
复合化,65294,579
下降者,65295,579
人民武装,65296,579
后身,65297,579
ＦＱ,65298,579
专用型,65299,579
白银市,65300,579
施琅,65301,579
转储,65302,579
日本队,65303,579
宗主,65304,579
钛金属,65305,579
手绢,65306,579
４８．９％,65307,579
制造商们,65308,579
大行星,65309,579
丝丝入扣,65310,579
强买强卖,65311,579
铁球,65312,578
第７３页,65313,578
前厅,65314,578
Ｚｍｉｎ,65315,578
ＮＦＴ,65316,578
双城,65317,578
黄曲霉菌,65318,578
刘孝绰,65319,578
四缸,65320,578
主路,65321,578
沙哑,65322,578
石绿,65323,578
认同率,65324,578
日俄,65325,578
项背,65326,578
恒量,65327,578
上海水产大学,65328,578
裂缝性,65329,578
白磷,65330,578
碳酸岩,65331,578
赛门铁克,65332,578
辛烷,65333,578
ＣＨＥ,65334,578
控制流,65335,578
气象万千,65336,578
菌肉,65337,578
涨水,65338,578
收银台,65339,578
一本本,65340,578
苦楚,65341,578
呵斥,65342,578
爬高,65343,578
头面人物,65344,578
清清白白,65345,578
淞,65346,578
杏花村,65347,578
吹毛求疵,65348,578
Ｓｘ,65349,578
时价,65350,578
Ｆｅｎｔｏｎ,65351,578
变色龙,65352,578
接种法,65353,578
炒锅,65354,578
８５．４％,65355,578
杨老师,65356,578
膨体,65357,578
王宝恩,65358,578
坐北,65359,578
火把节,65360,578
粒细胞性,65361,578
宁夏自治区,65362,578
ＩＭＲＴ,65363,578
