# 现代汉语语料库词语频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
词语,排名,出现次数,频率（%）,累积频率（%）
女生,12807,61.0,6.0E-4,89.3394999999916
洋溢,12808,61.0,6.0E-4,89.3508999999917
一模一样,12809,61.0,6.0E-4,89.3496999999917
斋,12810,61.0,6.0E-4,89.3340999999915
江波,12811,61.0,6.0E-4,89.3346999999915
轻率,12812,61.0,6.0E-4,89.3352999999915
拄,12813,61.0,6.0E-4,89.3358999999915
英俊,12814,61.0,6.0E-4,89.3364999999915
俯,12815,61.0,6.0E-4,89.3370999999916
皿,12816,61.0,6.0E-4,89.3376999999916
延长线,12817,61.0,6.0E-4,89.3442999999916
收费,12818,61.0,6.0E-4,89.3388999999916
室外,12819,61.0,6.0E-4,89.3334999999915
矢量,12820,61.0,6.0E-4,89.3400999999916
殖民者,12821,61.0,6.0E-4,89.3406999999916
不适,12822,61.0,6.0E-4,89.3412999999916
花芽,12823,61.0,6.0E-4,89.3382999999916
中枢神经,12824,61.0,6.0E-4,89.3418999999916
抑郁,12825,61.0,6.0E-4,89.3220999999914
沙土,12826,61.0,6.0E-4,89.3424999999916
座落,12827,61.0,6.0E-4,89.3430999999916
垄断资本,12828,61.0,6.0E-4,89.3112999999913
婶子,12829,60.0,6.0E-4,89.4714999999928
心里话,12830,60.0,6.0E-4,89.4624999999927
跳进,12831,60.0,6.0E-4,89.4630999999928
车队,12832,60.0,6.0E-4,89.4636999999928
圣人,12833,60.0,6.0E-4,89.4642999999928
小楼,12834,60.0,6.0E-4,89.4648999999928
总人口,12835,60.0,6.0E-4,89.4720999999928
冲积,12836,60.0,6.0E-4,89.4660999999928
担当,12837,60.0,6.0E-4,89.4606999999927
长发,12838,60.0,6.0E-4,89.4672999999928
一九五一,12839,60.0,6.0E-4,89.4678999999928
平均值,12840,60.0,6.0E-4,89.4684999999928
作成,12841,60.0,6.0E-4,89.4690999999928
趾,12842,60.0,6.0E-4,89.4696999999928
棒槌,12843,60.0,6.0E-4,89.4702999999928
养猪,12844,60.0,6.0E-4,89.4708999999928
大锅饭,12845,60.0,6.0E-4,89.4552999999927
倒立,12846,60.0,6.0E-4,89.4666999999928
长叹,12847,60.0,6.0E-4,89.4654999999928
一例,12848,60.0,6.0E-4,89.4498999999926
民政,12849,60.0,6.0E-4,89.4504999999926
衷心,12850,60.0,6.0E-4,89.4510999999926
告辞,12851,60.0,6.0E-4,89.4516999999926
管家,12852,60.0,6.0E-4,89.4522999999926
譬如说,12853,60.0,6.0E-4,89.4528999999927
雷鸣,12854,60.0,6.0E-4,89.4534999999927
非生产性,12855,60.0,6.0E-4,89.4600999999927
翻阅,12856,60.0,6.0E-4,89.4546999999927
第四纪,12857,60.0,6.0E-4,89.4492999999926
维,12858,60.0,6.0E-4,89.4558999999927
日内瓦,12859,60.0,6.0E-4,89.4564999999927
伊犁,12860,60.0,6.0E-4,89.4570999999927
胡乱,12861,60.0,6.0E-4,89.4576999999927
独奏,12862,60.0,6.0E-4,89.4582999999927
屑,12863,60.0,6.0E-4,89.4588999999927
危及,12864,60.0,6.0E-4,89.4594999999927
透视,12865,60.0,6.0E-4,89.4540999999927
视力,12866,60.0,6.0E-4,89.4828999999929
同源,12867,60.0,6.0E-4,89.485299999993
变色,12868,60.0,6.0E-4,89.487699999993
卑鄙,12869,60.0,6.0E-4,89.485899999993
物件,12870,60.0,6.0E-4,89.4954999999931
间谍,12871,60.0,6.0E-4,89.487099999993
钉子,12872,60.0,6.0E-4,89.4840999999929
长途,12873,60.0,6.0E-4,89.488299999993
纯朴,12874,60.0,6.0E-4,89.488899999993
其人,12875,60.0,6.0E-4,89.489499999993
榆树,12876,60.0,6.0E-4,89.494299999993
情调,12877,60.0,6.0E-4,89.490699999993
交货,12878,60.0,6.0E-4,89.491299999993
攻打,12879,60.0,6.0E-4,89.491899999993
山河,12880,60.0,6.0E-4,89.492499999993
坚韧,12881,60.0,6.0E-4,89.493099999993
如意,12882,60.0,6.0E-4,89.493699999993
附有,12883,60.0,6.0E-4,89.490099999993
头目,12884,60.0,6.0E-4,89.4948999999931
比方说,12885,60.0,6.0E-4,89.486499999993
威,12886,60.0,6.0E-4,89.4774999999929
痛恨,12887,60.0,6.0E-4,89.4732999999928
库仑,12888,60.0,6.0E-4,89.4738999999929
山楂,12889,60.0,6.0E-4,89.4744999999929
绝迹,12890,60.0,6.0E-4,89.4750999999929
饭后,12891,60.0,6.0E-4,89.4756999999929
公报,12892,60.0,6.0E-4,89.4762999999929
溃疡,12893,60.0,6.0E-4,89.4768999999929
花冠,12894,60.0,6.0E-4,89.4834999999929
消遣,12895,60.0,6.0E-4,89.4780999999929
变速,12896,60.0,6.0E-4,89.4726999999928
田径,12897,60.0,6.0E-4,89.4792999999929
兴盛,12898,60.0,6.0E-4,89.4798999999929
涵义,12899,60.0,6.0E-4,89.4804999999929
柜子,12900,60.0,6.0E-4,89.4810999999929
读到,12901,60.0,6.0E-4,89.4816999999929
老天爷,12902,60.0,6.0E-4,89.4786999999929
联军,12903,60.0,6.0E-4,89.4822999999929
摆布,12904,60.0,6.0E-4,89.484699999993
香气,12905,60.0,6.0E-4,89.4618999999927
土豆,12906,60.0,6.0E-4,89.4360999999925
恍惚,12907,60.0,6.0E-4,89.4156999999923
浓缩,12908,60.0,6.0E-4,89.4192999999923
氨水,12909,60.0,6.0E-4,89.4168999999923
科学史,12910,60.0,6.0E-4,89.4174999999923
荒漠,12911,60.0,6.0E-4,89.4180999999923
浑浊,12912,60.0,6.0E-4,89.4186999999923
无辜,12913,60.0,6.0E-4,89.4258999999924
五代,12914,60.0,6.0E-4,89.4198999999923
螳螂,12915,60.0,6.0E-4,89.4144999999923
剃,12916,60.0,6.0E-4,89.4210999999924
左腿,12917,60.0,6.0E-4,89.4216999999924
装出,12918,60.0,6.0E-4,89.4222999999924
理所当然,12919,60.0,6.0E-4,89.4228999999924
石英,12920,60.0,6.0E-4,89.4234999999924
迟迟,12921,60.0,6.0E-4,89.4240999999924
牵动,12922,60.0,6.0E-4,89.4246999999924
思想意识,12923,60.0,6.0E-4,89.4252999999924
说服力,12924,60.0,6.0E-4,89.4204999999923
空话,12925,60.0,6.0E-4,89.4078999999922
穷苦,12926,60.0,6.0E-4,89.4048999999922
舵,12927,60.0,6.0E-4,89.4054999999922
无理,12928,60.0,6.0E-4,89.4060999999922
十字,12929,60.0,6.0E-4,89.4066999999922
冰雹,12930,60.0,6.0E-4,89.4072999999922
磅,12931,60.0,6.0E-4,89.4036999999922
书架,12932,60.0,6.0E-4,89.4084999999922
门窗,12933,60.0,6.0E-4,89.4090999999922
领主,12934,60.0,6.0E-4,89.4096999999922
华东,12935,60.0,6.0E-4,89.4102999999922
各色,12936,60.0,6.0E-4,89.4108999999923
硬要,12937,60.0,6.0E-4,89.4114999999923
大气压,12938,60.0,6.0E-4,89.4120999999923
研,12939,60.0,6.0E-4,89.4126999999923
夜幕,12940,60.0,6.0E-4,89.4138999999923
增至,12941,60.0,6.0E-4,89.4132999999923
扎扎实实,12942,60.0,6.0E-4,89.4042999999922
叙,12943,60.0,6.0E-4,89.4162999999923
任凭,12944,60.0,6.0E-4,89.4438999999926
总而言之,12945,60.0,6.0E-4,89.4384999999925
水桶,12946,60.0,6.0E-4,89.4390999999925
分家,12947,60.0,6.0E-4,89.4396999999925
转让,12948,60.0,6.0E-4,89.4402999999925
样样,12949,60.0,6.0E-4,89.4408999999925
气喘吁吁,12950,60.0,6.0E-4,89.4414999999925
几经,12951,60.0,6.0E-4,89.4420999999926
断开,12952,60.0,6.0E-4,89.4486999999926
题为,12953,60.0,6.0E-4,89.4432999999926
围住,12954,60.0,6.0E-4,89.4378999999925
财主,12955,60.0,6.0E-4,89.4444999999926
法权,12956,60.0,6.0E-4,89.4450999999926
三十三,12957,60.0,6.0E-4,89.4456999999926
首脑,12958,60.0,6.0E-4,89.4462999999926
牧民,12959,60.0,6.0E-4,89.4468999999926
一九五三,12960,60.0,6.0E-4,89.4474999999926
步行,12961,60.0,6.0E-4,89.4480999999926
连成,12962,60.0,6.0E-4,89.4270999999924
小燕子,12963,60.0,6.0E-4,89.4324999999925
小胡子,12964,60.0,6.0E-4,89.4150999999923
餐馆,12965,60.0,6.0E-4,89.4312999999924
复原,12966,60.0,6.0E-4,89.4426999999926
番茄,12967,60.0,6.0E-4,89.4276999999924
回身,12968,60.0,6.0E-4,89.4282999999924
此项,12969,60.0,6.0E-4,89.4288999999924
罪过,12970,60.0,6.0E-4,89.4294999999924
责怪,12971,60.0,6.0E-4,89.4300999999924
步入,12972,60.0,6.0E-4,89.4306999999924
珍,12973,60.0,6.0E-4,89.4372999999925
草莓,12974,60.0,6.0E-4,89.4318999999925
处死,12975,60.0,6.0E-4,89.4264999999924
佟,12976,60.0,6.0E-4,89.4330999999925
闪过,12977,60.0,6.0E-4,89.4336999999925
奔放,12978,60.0,6.0E-4,89.4342999999925
清兵,12979,60.0,6.0E-4,89.4348999999925
殿,12980,60.0,6.0E-4,89.4366999999925
敌机,12981,60.0,6.0E-4,89.4354999999925
武士,12982,60.0,6.0E-4,89.4612999999927
中央政府,12983,59.0,6.0E-4,89.5536999999936
合营,12984,59.0,6.0E-4,89.5542999999936
来历,12985,59.0,6.0E-4,89.5548999999936
锰,12986,59.0,6.0E-4,89.5554999999936
大刀,12987,59.0,6.0E-4,89.5560999999936
追加,12988,59.0,6.0E-4,89.5626999999937
热血,12989,59.0,6.0E-4,89.5572999999936
表征,12990,59.0,6.0E-4,89.5518999999936
晋升,12991,59.0,6.0E-4,89.5584999999937
称得上,12992,59.0,6.0E-4,89.5590999999937
切片,12993,59.0,6.0E-4,89.5596999999937
自留地,12994,59.0,6.0E-4,89.5602999999937
奋战,12995,59.0,6.0E-4,89.5608999999937
袍,12996,59.0,6.0E-4,89.5614999999937
海风,12997,59.0,6.0E-4,89.5464999999935
总称,12998,59.0,6.0E-4,89.5728999999938
开荒,12999,59.0,6.0E-4,89.5578999999937
法典,13000,59.0,6.0E-4,89.5620999999937
埋葬,13001,59.0,6.0E-4,89.5566999999936
原故,13002,59.0,6.0E-4,89.5416999999935
粘性,13003,59.0,6.0E-4,89.5422999999935
火线,13004,59.0,6.0E-4,89.5428999999935
歉意,13005,59.0,6.0E-4,89.5434999999935
野菜,13006,59.0,6.0E-4,89.5440999999935
九点,13007,59.0,6.0E-4,89.5446999999935
核定,13008,59.0,6.0E-4,89.5512999999936
午,13009,59.0,6.0E-4,89.5458999999935
辅导,13010,59.0,6.0E-4,89.5410999999935
师付,13011,59.0,6.0E-4,89.5470999999935
开学,13012,59.0,6.0E-4,89.5476999999936
可悲,13013,59.0,6.0E-4,89.5482999999936
星光,13014,59.0,6.0E-4,89.5488999999936
绞,13015,59.0,6.0E-4,89.5494999999936
银河系,13016,59.0,6.0E-4,89.5500999999936
锋芒,13017,59.0,6.0E-4,89.5506999999936
红灯,13018,59.0,6.0E-4,89.5452999999935
感光,13019,59.0,6.0E-4,89.5722999999938
减慢,13020,59.0,6.0E-4,89.5752999999938
变幻,13021,59.0,6.0E-4,89.5764999999938
殷勤,13022,59.0,6.0E-4,89.5746999999938
无政府,13023,59.0,6.0E-4,89.5770999999938
冰凉,13024,59.0,6.0E-4,89.5776999999938
满口,13025,59.0,6.0E-4,89.5782999999938
不坏,13026,59.0,6.0E-4,89.5788999999939
爱尔兰,13027,59.0,6.0E-4,89.5794999999939
金属元素,13028,59.0,6.0E-4,89.5800999999939
天安门,13029,59.0,6.0E-4,89.5806999999939
知识青年,13030,59.0,6.0E-4,89.5818999999939
古城,13031,59.0,6.0E-4,89.5824999999939
极有,13032,59.0,6.0E-4,89.5830999999939
航,13033,59.0,6.0E-4,89.5836999999939
控诉,13034,59.0,6.0E-4,89.5842999999939
建起,13035,59.0,6.0E-4,89.5848999999939
省略,13036,59.0,6.0E-4,89.5812999999939
机床,13037,59.0,6.0E-4,89.5854999999939
谈谈,13038,59.0,6.0E-4,89.5680999999937
看中,13039,59.0,6.0E-4,89.5638999999937
血红蛋白,13040,59.0,6.0E-4,89.5644999999937
五色,13041,59.0,6.0E-4,89.5650999999937
过重,13042,59.0,6.0E-4,89.5656999999937
棉布,13043,59.0,6.0E-4,89.5662999999937
海豚,13044,59.0,6.0E-4,89.5692999999938
守法,13045,59.0,6.0E-4,89.5674999999937
海流,13046,59.0,6.0E-4,89.5758999999938
健美,13047,59.0,6.0E-4,89.5740999999938
挤满,13048,59.0,6.0E-4,89.5686999999938
舰,13049,59.0,6.0E-4,89.5632999999937
雌蕊,13050,59.0,6.0E-4,89.5698999999938
传记,13051,59.0,6.0E-4,89.5704999999938
东面,13052,59.0,6.0E-4,89.5710999999938
匣,13053,59.0,6.0E-4,89.5716999999938
限定,13054,59.0,6.0E-4,89.5668999999937
独有,13055,59.0,6.0E-4,89.5734999999938
人民大会堂,13056,59.0,6.0E-4,89.5530999999936
分层,13057,59.0,6.0E-4,89.5284999999934
拔出,13058,59.0,6.0E-4,89.5074999999932
撮,13059,59.0,6.0E-4,89.5524999999936
供需,13060,59.0,6.0E-4,89.5092999999932
兼并,13061,59.0,6.0E-4,89.5098999999932
衬托,13062,59.0,6.0E-4,89.5104999999932
竣工,13063,59.0,6.0E-4,89.5110999999932
手电筒,13064,59.0,6.0E-4,89.5176999999933
统制,13065,59.0,6.0E-4,89.5122999999932
纵深,13066,59.0,6.0E-4,89.5050999999931
信贷资金,13067,59.0,6.0E-4,89.5068999999932
提包,13068,59.0,6.0E-4,89.5116999999932
得力,13069,59.0,6.0E-4,89.5134999999932
廊,13070,59.0,6.0E-4,89.5140999999932
窘,13071,59.0,6.0E-4,89.5146999999932
