# 现代汉语语料库词语频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
词语,排名,出现次数,频率（%）,累积频率（%）
改正,6683,142.0,0.0015,83.4987999999983
达尔文,6684,141.0,0.0015,83.5782999999979
贺龙,6685,141.0,0.0015,83.558799999998
辨,6686,141.0,0.0015,83.5812999999979
席,6687,141.0,0.0015,83.560299999998
手表,6688,141.0,0.0015,83.554299999998
衰老,6689,141.0,0.0015,83.561799999998
礼物,6690,141.0,0.0015,83.563299999998
大半,6691,141.0,0.0015,83.5647999999979
用作,6692,141.0,0.0015,83.5662999999979
流出,6693,141.0,0.0015,83.5677999999979
据统计,6694,141.0,0.0015,83.5797999999979
小朋友,6695,141.0,0.0015,83.5692999999979
淀粉,6696,141.0,0.0015,83.5707999999979
力图,6697,141.0,0.0015,83.5722999999979
细小,6698,141.0,0.0015,83.5752999999979
局限性,6699,141.0,0.0015,83.5767999999979
水量,6700,141.0,0.0015,83.5737999999979
作用力,6701,141.0,0.0015,83.555799999998
雄伟,6702,141.0,0.0015,83.549799999998
去世,6703,141.0,0.0015,83.5302999999981
鄂温克,6704,141.0,0.0015,83.551299999998
姓名,6705,141.0,0.0015,83.5317999999981
首领,6706,141.0,0.0015,83.557299999998
稍微,6707,141.0,0.0015,83.5332999999981
玩具,6708,141.0,0.0015,83.5347999999981
飞船,6709,141.0,0.0015,83.5362999999981
咨询,6710,141.0,0.0015,83.5377999999981
星期天,6711,141.0,0.0015,83.5392999999981
曹,6712,141.0,0.0015,83.5407999999981
程式,6713,141.0,0.0015,83.5422999999981
自然环境,6714,141.0,0.0015,83.552799999998
花色,6715,141.0,0.0015,83.545299999998
心上,6716,141.0,0.0015,83.5287999999981
邮票,6717,141.0,0.0015,83.546799999998
日趋,6718,141.0,0.0015,83.548299999998
舍不得,6719,141.0,0.0015,83.543799999998
拿去,6720,140.0,0.0015,83.6247999999977
勤,6721,140.0,0.0015,83.6082999999977
宗旨,6722,140.0,0.0015,83.6037999999978
末期,6723,140.0,0.0015,83.6097999999977
提议,6724,140.0,0.0015,83.6112999999977
二十八,6725,140.0,0.0015,83.6127999999977
喉咙,6726,140.0,0.0015,83.6142999999977
时节,6727,140.0,0.0015,83.6232999999977
心血,6728,140.0,0.0015,83.6172999999977
冲破,6729,140.0,0.0015,83.6187999999977
熬,6730,140.0,0.0015,83.6202999999977
窗子,6731,140.0,0.0015,83.6217999999977
伤口,6732,140.0,0.0015,83.6157999999977
时空,6733,140.0,0.0015,83.6262999999977
物化,6734,140.0,0.0015,83.6067999999977
当即,6735,140.0,0.0015,83.5977999999978
搏斗,6736,140.0,0.0015,83.5992999999978
活儿,6737,140.0,0.0015,83.5842999999979
兔子,6738,140.0,0.0015,83.6052999999978
不就,6739,140.0,0.0015,83.5857999999978
分歧,6740,140.0,0.0015,83.5872999999978
滞,6741,140.0,0.0015,83.5887999999978
购,6742,140.0,0.0015,83.5902999999978
支撑,6743,140.0,0.0015,83.5917999999978
赔偿,6744,140.0,0.0015,83.5932999999978
嘱咐,6745,140.0,0.0015,83.6022999999978
视线,6746,140.0,0.0015,83.5947999999978
中原,6747,140.0,0.0015,83.5827999999979
瑞士,6748,140.0,0.0015,83.5962999999978
耗,6749,140.0,0.0015,83.6007999999978
落叶,6750,139.0,0.0015,83.6907999999974
怒,6751,139.0,0.0015,83.6667999999975
溶剂,6752,139.0,0.0015,83.6622999999975
精密,6753,139.0,0.0015,83.6682999999975
困,6754,139.0,0.0015,83.6697999999975
怎么说,6755,139.0,0.0015,83.6712999999974
样式,6756,139.0,0.0015,83.6727999999974
细胞质,6757,139.0,0.0015,83.6742999999974
选出,6758,139.0,0.0015,83.6487999999976
鸽子,6759,139.0,0.0015,83.6757999999974
局势,6760,139.0,0.0015,83.6652999999975
相对论,6761,139.0,0.0015,83.6772999999974
抄,6762,139.0,0.0015,83.6937999999973
轻重,6763,139.0,0.0015,83.6802999999974
老大,6764,139.0,0.0015,83.6817999999974
常识,6765,139.0,0.0015,83.6832999999974
再见,6766,139.0,0.0015,83.6847999999974
吾,6767,139.0,0.0015,83.6862999999974
鲜艳,6768,139.0,0.0015,83.6877999999974
水银,6769,139.0,0.0015,83.6787999999974
子孙,6770,139.0,0.0015,83.6922999999973
好吃,6771,139.0,0.0015,83.6892999999974
咦,6772,139.0,0.0015,83.6637999999975
检,6773,139.0,0.0015,83.6592999999975
路程,6774,139.0,0.0015,83.6382999999976
人民币,6775,139.0,0.0015,83.6367999999976
川,6776,139.0,0.0015,83.6427999999976
下旬,6777,139.0,0.0015,83.6352999999976
购买力,6778,139.0,0.0015,83.6337999999976
刘少奇,6779,139.0,0.0015,83.6322999999976
睁开,6780,139.0,0.0015,83.6307999999976
化为,6781,139.0,0.0015,83.6292999999976
柬埔寨,6782,139.0,0.0015,83.6277999999976
了不起,6783,139.0,0.0015,83.6397999999976
边区,6784,139.0,0.0015,83.6442999999976
湖泊,6785,139.0,0.0015,83.6472999999976
卵巢,6786,139.0,0.0015,83.6502999999975
为难,6787,139.0,0.0015,83.6517999999975
想象力,6788,139.0,0.0015,83.6532999999975
除非,6789,139.0,0.0015,83.6607999999975
坚实,6790,139.0,0.0015,83.6547999999975
驱逐,6791,139.0,0.0015,83.6412999999976
蒸气,6792,139.0,0.0015,83.6562999999975
连结,6793,139.0,0.0015,83.6577999999975
四项基本原则,6794,139.0,0.0015,83.6457999999976
炕上,6795,138.0,0.0014,83.7231999999974
手掌,6796,138.0,0.0014,83.7189999999974
永久,6797,138.0,0.0014,83.7245999999974
串联,6798,138.0,0.0014,83.7259999999974
速率,6799,138.0,0.0014,83.7273999999974
父子,6800,138.0,0.0014,83.7287999999974
加大,6801,138.0,0.0014,83.7301999999974
专用,6802,138.0,0.0014,83.7427999999975
峰,6803,138.0,0.0014,83.7315999999974
刻划,6804,138.0,0.0014,83.7329999999974
感慨,6805,138.0,0.0014,83.7343999999975
警告,6806,138.0,0.0014,83.7357999999975
陷,6807,138.0,0.0014,83.7371999999975
裤子,6808,138.0,0.0014,83.7399999999975
司令员,6809,138.0,0.0014,83.7413999999975
推销,6810,138.0,0.0014,83.7385999999975
移到,6811,138.0,0.0014,83.7203999999974
歼灭,6812,138.0,0.0014,83.7147999999974
秋季,6813,138.0,0.0014,83.7035999999974
公顷,6814,138.0,0.0014,83.7021999999974
黑夜,6815,138.0,0.0014,83.7049999999974
喜剧,6816,138.0,0.0014,83.6993999999974
橡胶,6817,138.0,0.0014,83.6979999999974
疑问,6818,138.0,0.0014,83.6965999999973
氯气,6819,138.0,0.0014,83.6951999999973
停下来,6820,138.0,0.0014,83.7007999999974
左边,6821,138.0,0.0014,83.7063999999974
加剧,6822,138.0,0.0014,83.7077999999974
体裁,6823,138.0,0.0014,83.7091999999974
动力学,6824,138.0,0.0014,83.7175999999974
支书,6825,138.0,0.0014,83.7105999999974
思想政治教育,6826,138.0,0.0014,83.7161999999974
石块,6827,138.0,0.0014,83.7119999999974
追究,6828,138.0,0.0014,83.7217999999974
现金,6829,138.0,0.0014,83.7133999999974
风光,6830,137.0,0.0014,83.7847999999976
日期,6831,137.0,0.0014,83.7693999999975
友,6832,137.0,0.0014,83.7651999999975
站住,6833,137.0,0.0014,83.7707999999976
秘书长,6834,137.0,0.0014,83.7721999999976
封锁,6835,137.0,0.0014,83.7735999999976
山顶,6836,137.0,0.0014,83.7749999999976
瞬间,6837,137.0,0.0014,83.7833999999976
发电机,6838,137.0,0.0014,83.7777999999976
中医,6839,137.0,0.0014,83.7791999999976
扭转,6840,137.0,0.0014,83.7805999999976
语文,6841,137.0,0.0014,83.7819999999976
卫,6842,137.0,0.0014,83.7763999999976
平凡,6843,137.0,0.0014,83.7861999999976
洁白,6844,137.0,0.0014,83.7679999999975
看去,6845,137.0,0.0014,83.7609999999975
修正,6846,137.0,0.0014,83.7623999999975
仇恨,6847,137.0,0.0014,83.7455999999975
开头,6848,137.0,0.0014,83.7665999999975
预言,6849,137.0,0.0014,83.7469999999975
潜,6850,137.0,0.0014,83.7483999999975
下班,6851,137.0,0.0014,83.7497999999975
复辟,6852,137.0,0.0014,83.7511999999975
有价值,6853,137.0,0.0014,83.7525999999975
侮辱,6854,137.0,0.0014,83.7539999999975
一体,6855,137.0,0.0014,83.7637999999975
行军,6856,137.0,0.0014,83.7567999999975
市政府,6857,137.0,0.0014,83.7441999999975
债,6858,137.0,0.0014,83.7581999999975
钾,6859,137.0,0.0014,83.7595999999975
电台,6860,137.0,0.0014,83.7553999999975
畜牧业,6861,136.0,0.0014,83.8337999999977
开幕,6862,136.0,0.0014,83.8197999999977
十月革命,6863,136.0,0.0014,83.8211999999977
兴建,6864,136.0,0.0014,83.8169999999977
小时候,6865,136.0,0.0014,83.8225999999977
树种,6866,136.0,0.0014,83.8239999999977
传染病,6867,136.0,0.0014,83.8253999999977
张学良,6868,136.0,0.0014,83.8267999999977
宗,6869,136.0,0.0014,83.8281999999977
判定,6870,136.0,0.0014,83.8295999999977
法人,6871,136.0,0.0014,83.8309999999977
走廊,6872,136.0,0.0014,83.8351999999977
花粉,6873,136.0,0.0014,83.8463999999978
身影,6874,136.0,0.0014,83.8449999999978
图中,6875,136.0,0.0014,83.8435999999978
通道,6876,136.0,0.0014,83.8421999999977
码,6877,136.0,0.0014,83.8407999999977
弥漫,6878,136.0,0.0014,83.8393999999977
镇上,6879,136.0,0.0014,83.8323999999977
中性,6880,136.0,0.0014,83.8379999999977
嗨,6881,136.0,0.0014,83.8365999999977
果断,6882,136.0,0.0014,83.8183999999977
良心,6883,136.0,0.0014,83.8141999999977
原生,6884,136.0,0.0014,83.7959999999976
路子,6885,136.0,0.0014,83.7945999999976
有毒,6886,136.0,0.0014,83.8001999999976
万分,6887,136.0,0.0014,83.7931999999976
光亮,6888,136.0,0.0014,83.7917999999976
齿,6889,136.0,0.0014,83.7903999999976
常规,6890,136.0,0.0014,83.7889999999976
这样一来,6891,136.0,0.0014,83.7875999999976
口语,6892,136.0,0.0014,83.7973999999976
服务员,6893,136.0,0.0014,83.8015999999976
一经,6894,136.0,0.0014,83.8029999999976
置于,6895,136.0,0.0014,83.8043999999976
陷于,6896,136.0,0.0014,83.8057999999976
顶点,6897,136.0,0.0014,83.8071999999977
美妙,6898,136.0,0.0014,83.8085999999977
预期,6899,136.0,0.0014,83.8099999999977
腺,6900,136.0,0.0014,83.8155999999977
何以,6901,136.0,0.0014,83.8113999999977
入党,6902,136.0,0.0014,83.8127999999977
上边,6903,136.0,0.0014,83.7987999999976
不知不觉,6904,135.0,0.0014,83.8771999999978
情操,6905,135.0,0.0014,83.8799999999979
互助组,6906,135.0,0.0014,83.8757999999978
思想家,6907,135.0,0.0014,83.8869999999979
主要矛盾,6908,135.0,0.0014,83.8785999999978
受精,6909,135.0,0.0014,83.8715999999978
此地,6910,135.0,0.0014,83.8813999999979
不注意,6911,135.0,0.0014,83.8827999999979
推论,6912,135.0,0.0014,83.8897999999979
上衣,6913,135.0,0.0014,83.8967999999979
吐出,6914,135.0,0.0014,83.8953999999979
版,6915,135.0,0.0014,83.8939999999979
轻声,6916,135.0,0.0014,83.8925999999979
方才,6917,135.0,0.0014,83.8911999999979
乐队,6918,135.0,0.0014,83.8841999999979
表层,6919,135.0,0.0014,83.8883999999979
制取,6920,135.0,0.0014,83.8855999999979
杀害,6921,135.0,0.0014,83.8743999999978
面目,6922,135.0,0.0014,83.8673999999978
区长,6923,135.0,0.0014,83.8477999999978
石灰,6924,135.0,0.0014,83.8575999999978
砂,6925,135.0,0.0014,83.8519999999978
闪闪,6926,135.0,0.0014,83.8533999999978
有如,6927,135.0,0.0014,83.8547999999978
奥运会,6928,135.0,0.0014,83.8561999999978
退化,6929,135.0,0.0014,83.8505999999978
细心,6930,135.0,0.0014,83.8589999999978
发动机,6931,135.0,0.0014,83.8603999999978
中叶,6932,135.0,0.0014,83.8617999999978
借款,6933,135.0,0.0014,83.8631999999978
子弟,6934,135.0,0.0014,83.8701999999978
光绪,6935,135.0,0.0014,83.8645999999978
西瓜,6936,135.0,0.0014,83.8687999999978
人身,6937,135.0,0.0014,83.8491999999978
猎,6938,135.0,0.0014,83.8729999999978
罪行,6939,135.0,0.0014,83.8659999999978
扰乱,6940,134.0,0.0014,83.926199999998
潘,6941,134.0,0.0014,83.934599999998
必有,6942,134.0,0.0014,83.927599999998
进城,6943,134.0,0.0014,83.921999999998
当做,6944,134.0,0.0014,83.928999999998
后世,6945,134.0,0.0014,83.930399999998
朴素,6946,134.0,0.0014,83.931799999998
洞里,6947,134.0,0.0014,83.937399999998
奇异,6948,134.0,0.0014,83.944399999998
淡水,6949,134.0,0.0014,83.942999999998
胸脯,6950,134.0,0.0014,83.941599999998
卖给,6951,134.0,0.0014,83.940199999998
线路,6952,134.0,0.0014,83.938799999998
险,6953,134.0,0.0014,83.933199999998
承受,6954,134.0,0.0014,83.935999999998
第六,6955,134.0,0.0014,83.919199999998
松树,6956,134.0,0.0014,83.924799999998
揉,6957,134.0,0.0014,83.923399999998
入手,6958,134.0,0.0014,83.9065999999979
坐标,6959,134.0,0.0014,83.8995999999979
宫廷,6960,134.0,0.0014,83.9009999999979
大衣,6961,134.0,0.0014,83.9023999999979
花费,6962,134.0,0.0014,83.9037999999979
容,6963,134.0,0.0014,83.9051999999979
同伴,6964,134.0,0.0014,83.8981999999979
右边,6965,134.0,0.0014,83.9079999999979
魂,6966,134.0,0.0014,83.9093999999979
人民公社,6967,134.0,0.0014,83.9107999999979
赞叹,6968,134.0,0.0014,83.9121999999979
嫩,6969,134.0,0.0014,83.9135999999979
息,6970,134.0,0.0014,83.9149999999979
顺手,6971,134.0,0.0014,83.916399999998
冲出,6972,134.0,0.0014,83.920599999998
网络,6973,134.0,0.0014,83.917799999998
一九七九,6974,133.0,0.0014,83.9709999999981
诱导,6975,133.0,0.0014,83.9751999999981
优,6976,133.0,0.0014,83.9765999999981
景物,6977,133.0,0.0014,83.9681999999981
点着,6978,133.0,0.0014,83.9779999999981
怎,6979,133.0,0.0014,83.9723999999981
精子,6980,133.0,0.0014,83.9793999999981
惊醒,6981,133.0,0.0014,83.9807999999981
拚命,6982,133.0,0.0014,83.9821999999981
投产,6983,133.0,0.0014,83.9877999999981
妇,6984,133.0,0.0014,83.9933999999982
爸,6985,133.0,0.0014,83.9919999999982
共鸣,6986,133.0,0.0014,83.9905999999982
奴隶社会,6987,133.0,0.0014,83.9891999999981
肿瘤,6988,133.0,0.0014,83.9835999999981
测出,6989,133.0,0.0014,83.9863999999981
消毒,6990,133.0,0.0014,83.9849999999981
国际法,6991,133.0,0.0014,83.9737999999981
自在,6992,133.0,0.0014,83.947199999998
医,6993,133.0,0.0014,83.9569999999981
替代,6994,133.0,0.0014,83.948599999998
基建,6995,133.0,0.0014,83.949999999998
汉奸,6996,133.0,0.0014,83.951399999998
鲜,6997,133.0,0.0014,83.952799999998
旋,6998,133.0,0.0014,83.9541999999981
返,6999,133.0,0.0014,83.9555999999981
自力更生,7000,133.0,0.0014,83.945799999998
掩护,7001,133.0,0.0014,83.9583999999981
童话,7002,133.0,0.0014,83.9597999999981
屈服,7003,133.0,0.0014,83.9611999999981
幻觉,7004,133.0,0.0014,83.9625999999981
医药,7005,133.0,0.0014,83.9639999999981
拥挤,7006,133.0,0.0014,83.9653999999981
社长,7007,133.0,0.0014,83.9667999999981
砌,7008,133.0,0.0014,83.9695999999981
对话,7009,132.0,0.0014,84.0283999999983
包袱,7010,132.0,0.0014,84.0297999999983
责任制,7011,132.0,0.0014,84.0311999999983
武力,7012,132.0,0.0014,84.0409999999983
武,7013,132.0,0.0014,84.0325999999983
幼年,7014,132.0,0.0014,84.0241999999982
楞,7015,132.0,0.0014,84.0339999999983
哄,7016,132.0,0.0014,84.0353999999983
车辆,7017,132.0,0.0014,84.0367999999983
笼罩,7018,132.0,0.0014,84.0381999999983
敌对,7019,132.0,0.0014,84.0437999999983
弟,7020,132.0,0.0014,84.0535999999983
都市,7021,132.0,0.0014,84.0521999999983
写下,7022,132.0,0.0014,84.0507999999983
高产,7023,132.0,0.0014,84.0493999999983
论点,7024,132.0,0.0014,84.0479999999983
不已,7025,132.0,0.0014,84.0465999999983
报名,7026,132.0,0.0014,84.0451999999983
关闭,7027,132.0,0.0014,84.0395999999983
永,7028,132.0,0.0014,84.0423999999983
通红,7029,132.0,0.0014,84.0269999999983
琢磨,7030,132.0,0.0014,84.0157999999982
波斯,7031,132.0,0.0014,83.9975999999982
宏伟,7032,132.0,0.0014,84.0185999999982
生前,7033,132.0,0.0014,84.0059999999982
化学家,7034,132.0,0.0014,84.0255999999982
绘,7035,132.0,0.0014,83.9989999999982
捕鱼,7036,132.0,0.0014,84.0003999999982
小儿,7037,132.0,0.0014,84.0017999999982
醉,7038,132.0,0.0014,84.0031999999982
挡住,7039,132.0,0.0014,84.0045999999982
阴影,7040,132.0,0.0014,83.9947999999982
统一性,7041,132.0,0.0014,84.0073999999982
绣,7042,132.0,0.0014,84.0087999999982
解开,7043,132.0,0.0014,84.0101999999982
图纸,7044,132.0,0.0014,84.0115999999982
筷子,7045,132.0,0.0014,84.0129999999982
固执,7046,132.0,0.0014,84.0143999999982
囊,7047,132.0,0.0014,84.0227999999982
窜,7048,132.0,0.0014,84.0171999999982
终身,7049,132.0,0.0014,83.9961999999982
牌子,7050,132.0,0.0014,84.0199999999982
户口,7051,132.0,0.0014,84.0213999999982
种族,7052,131.0,0.0014,84.0913999999984
下颌,7053,131.0,0.0014,84.0927999999984
迫,7054,131.0,0.0014,84.0941999999984
抖,7055,131.0,0.0014,84.1053999999985
汁,7056,131.0,0.0014,84.0955999999984
脱下,7057,131.0,0.0014,84.0871999999984
终年,7058,131.0,0.0014,84.0969999999984
狂,7059,131.0,0.0014,84.0983999999984
适合于,7060,131.0,0.0014,84.0997999999985
权益,7061,131.0,0.0014,84.1011999999985
演绎,7062,131.0,0.0014,84.1025999999985
下部,7063,131.0,0.0014,84.1081999999985
政,7064,131.0,0.0014,84.1193999999985
水手,7065,131.0,0.0014,84.1179999999985
弧,7066,131.0,0.0014,84.1165999999985
显现,7067,131.0,0.0014,84.1151999999985
翼,7068,131.0,0.0014,84.1137999999985
种群,7069,131.0,0.0014,84.1207999999985
晚期,7070,131.0,0.0014,84.1123999999985
毅然,7071,131.0,0.0014,84.1109999999985
不问,7072,131.0,0.0014,84.1095999999985
救济,7073,131.0,0.0014,84.1039999999985
健壮,7074,131.0,0.0014,84.1067999999985
党政,7075,131.0,0.0014,84.0899999999984
放进,7076,131.0,0.0014,84.0857999999984
选拔,7077,131.0,0.0014,84.0689999999984
老先生,7078,131.0,0.0014,84.0577999999983
澳门,7079,131.0,0.0014,84.0591999999983
匈牙利,7080,131.0,0.0014,84.0605999999983
长处,7081,131.0,0.0014,84.0619999999983
插入,7082,131.0,0.0014,84.0633999999984
来源于,7083,131.0,0.0014,84.0647999999984
少伟,7084,131.0,0.0014,84.0661999999984
看清,7085,131.0,0.0014,84.0675999999984
小路,7086,131.0,0.0014,84.0549999999983
岛屿,7087,131.0,0.0014,84.0703999999984
蔡,7088,131.0,0.0014,84.0717999999984
忍,7089,131.0,0.0014,84.0731999999984
粉末,7090,131.0,0.0014,84.0745999999984
冒险,7091,131.0,0.0014,84.0759999999984
引用,7092,131.0,0.0014,84.0773999999984
复杂性,7093,131.0,0.0014,84.0787999999984
远离,7094,131.0,0.0014,84.0801999999984
乐观,7095,131.0,0.0014,84.0815999999984
教义,7096,131.0,0.0014,84.0829999999984
凝,7097,131.0,0.0014,84.0563999999983
照明,7098,131.0,0.0014,84.0843999999984
汉代,7099,131.0,0.0014,84.0885999999984
上部,7100,130.0,0.0014,84.1641999999986
当场,7101,130.0,0.0014,84.1655999999986
举动,7102,130.0,0.0014,84.1837999999987
拉到,7103,130.0,0.0014,84.1683999999986
锤,7104,130.0,0.0014,84.1627999999986
身躯,7105,130.0,0.0014,84.1697999999986
正规,7106,130.0,0.0014,84.1711999999986
吸引力,7107,130.0,0.0014,84.1725999999987
逃走,7108,130.0,0.0014,84.1739999999987
早日,7109,130.0,0.0014,84.1753999999987
领导班子,7110,130.0,0.0014,84.1767999999987
流血,7111,130.0,0.0014,84.1781999999987
妥协,7112,130.0,0.0014,84.1795999999987
作过,7113,130.0,0.0014,84.1809999999987
剧场,7114,130.0,0.0014,84.1851999999987
唤起,7115,130.0,0.0014,84.1991999999987
罕见,7116,130.0,0.0014,84.2005999999987
压制,7117,130.0,0.0014,84.1963999999987
冰雪,7118,130.0,0.0014,84.1949999999987
换句话说,7119,130.0,0.0014,84.1935999999987
偶尔,7120,130.0,0.0014,84.1921999999987
侵,7121,130.0,0.0014,84.1977999999987
自言自语,7122,130.0,0.0014,84.1907999999987
确有,7123,130.0,0.0014,84.1893999999987
电能,7124,130.0,0.0014,84.1823999999987
宁静,7125,130.0,0.0014,84.1865999999987
不只是,7126,130.0,0.0014,84.1599999999986
差价,7127,130.0,0.0014,84.1879999999987
科学院,7128,130.0,0.0014,84.1669999999986
二十九,7129,130.0,0.0014,84.1571999999986
小声,7130,130.0,0.0014,84.1333999999985
账,7131,130.0,0.0014,84.1361999999986
县里,7132,130.0,0.0014,84.1221999999985
解散,7133,130.0,0.0014,84.1347999999985
狭义,7134,130.0,0.0014,84.1403999999986
时而,7135,130.0,0.0014,84.1319999999985
糟,7136,130.0,0.0014,84.1305999999985
耕作,7137,130.0,0.0014,84.1291999999985
家具,7138,130.0,0.0014,84.1277999999985
写字,7139,130.0,0.0014,84.1263999999985
遥感,7140,130.0,0.0014,84.1249999999985
新旧,7141,130.0,0.0014,84.1235999999985
对外开放,7142,130.0,0.0014,84.1389999999986
挡,7143,130.0,0.0014,84.1417999999986
看望,7144,130.0,0.0014,84.1431999999986
唤,7145,130.0,0.0014,84.1445999999986
不容,7146,130.0,0.0014,84.1459999999986
学堂,7147,130.0,0.0014,84.1473999999986
爬到,7148,130.0,0.0014,84.1487999999986
真空,7149,130.0,0.0014,84.1501999999986
无机,7150,130.0,0.0014,84.1515999999986
口里,7151,130.0,0.0014,84.1529999999986
课本,7152,130.0,0.0014,84.1543999999986
感受到,7153,130.0,0.0014,84.1557999999986
中小学,7154,130.0,0.0014,84.1613999999986
先天,7155,130.0,0.0014,84.1585999999986
未曾,7156,130.0,0.0014,84.1375999999986
金刚石,7157,129.0,0.0013,84.2330999999987
分辨,7158,129.0,0.0013,84.2304999999987
灵敏,7159,129.0,0.0013,84.2343999999987
边上,7160,129.0,0.0013,84.2356999999987
切断,7161,129.0,0.0013,84.2369999999987
敏锐,7162,129.0,0.0013,84.2382999999987
抚摸,7163,129.0,0.0013,84.2395999999987
弟子,7164,129.0,0.0013,84.2408999999987
长安,7165,129.0,0.0013,84.2421999999987
轻微,7166,129.0,0.0013,84.2434999999987
凝视,7167,129.0,0.0013,84.2447999999987
免疫,7168,129.0,0.0013,84.2486999999987
蛋白,7169,129.0,0.0013,84.2603999999988
入侵,7170,129.0,0.0013,84.2538999999988
介质,7171,129.0,0.0013,84.2577999999988
战时,7172,129.0,0.0013,84.2564999999988
全村,7173,129.0,0.0013,84.2551999999988
妇人,7174,129.0,0.0013,84.2590999999988
专题,7175,129.0,0.0013,84.2525999999988
面包,7176,129.0,0.0013,84.2512999999988
据点,7177,129.0,0.0013,84.2460999999987
四化建设,7178,129.0,0.0013,84.2499999999987
脊,7179,129.0,0.0013,84.2317999999987
姊妹,7180,129.0,0.0013,84.2278999999987
有影响,7181,129.0,0.0013,84.2122999999987
精细,7182,129.0,0.0013,84.2083999999987
葫芦,7183,129.0,0.0013,84.2018999999987
波浪,7184,129.0,0.0013,84.2096999999987
演唱,7185,129.0,0.0013,84.2135999999987
肝脏,7186,129.0,0.0013,84.2070999999987
水珠,7187,129.0,0.0013,84.2057999999987
花钱,7188,129.0,0.0013,84.2044999999987
生有,7189,129.0,0.0013,84.2031999999987
偏见,7190,129.0,0.0013,84.2109999999987
光景,7191,129.0,0.0013,84.2148999999987
科学性,7192,129.0,0.0013,84.2161999999987
想出,7193,129.0,0.0013,84.2174999999987
啃,7194,129.0,0.0013,84.2265999999987
船头,7195,129.0,0.0013,84.2200999999987
好听,7196,129.0,0.0013,84.2473999999987
章程,7197,129.0,0.0013,84.2291999999987
迷人,7198,129.0,0.0013,84.2213999999987
音乐家,7199,129.0,0.0013,84.2226999999987
妹,7200,129.0,0.0013,84.2239999999987
坏人,7201,129.0,0.0013,84.2252999999987
宴会,7202,129.0,0.0013,84.2187999999987
大叫,7203,128.0,0.0013,84.2993999999988
扫荡,7204,128.0,0.0013,84.2928999999988
驾驶,7205,128.0,0.0013,84.2941999999988
派遣,7206,128.0,0.0013,84.2954999999988
大战,7207,128.0,0.0013,84.2967999999988
可就,7208,128.0,0.0013,84.3162999999988
归来,7209,128.0,0.0013,84.2980999999988
调到,7210,128.0,0.0013,84.2889999999988
嵌,7211,128.0,0.0013,84.3006999999988
一线,7212,128.0,0.0013,84.3019999999988
忧郁,7213,128.0,0.0013,84.3032999999988
罚,7214,128.0,0.0013,84.3149999999988
长出,7215,128.0,0.0013,84.3058999999988
婶,7216,128.0,0.0013,84.3071999999988
发展史,7217,128.0,0.0013,84.3084999999988
人民日报,7218,128.0,0.0013,84.3097999999988
肚皮,7219,128.0,0.0013,84.3110999999988
拧,7220,128.0,0.0013,84.3123999999988
进军,7221,128.0,0.0013,84.3136999999988
为何,7222,128.0,0.0013,84.3045999999988
呼吁,7223,128.0,0.0013,84.2863999999988
怀抱,7224,128.0,0.0013,84.2915999999988
自动化,7225,128.0,0.0013,84.2902999999988
识,7226,128.0,0.0013,84.2850999999988
八百,7227,128.0,0.0013,84.2720999999988
报告文学,7228,128.0,0.0013,84.2668999999988
威信,7229,128.0,0.0013,84.2681999999988
高等学校,7230,128.0,0.0013,84.2733999999988
成正比,7231,128.0,0.0013,84.2655999999988
指明,7232,128.0,0.0013,84.2642999999988
百分,7233,128.0,0.0013,84.2629999999988
旱,7234,128.0,0.0013,84.2616999999988
选定,7235,128.0,0.0013,84.2694999999988
失掉,7236,128.0,0.0013,84.2746999999988
半夜,7237,128.0,0.0013,84.2759999999988
听话,7238,128.0,0.0013,84.2772999999988
开垦,7239,128.0,0.0013,84.2785999999988
不光,7240,128.0,0.0013,84.2798999999988
兄,7241,128.0,0.0013,84.2876999999988
沙滩,7242,128.0,0.0013,84.2811999999988
解脱,7243,128.0,0.0013,84.2707999999988
酋长,7244,128.0,0.0013,84.2824999999988
味儿,7245,128.0,0.0013,84.2837999999988
外力,7246,127.0,0.0013,84.3448999999988
顾虑,7247,127.0,0.0013,84.3513999999988
不耐烦,7248,127.0,0.0013,84.3500999999988
不全,7249,127.0,0.0013,84.3487999999988
自豪,7250,127.0,0.0013,84.3539999999988
大纲,7251,127.0,0.0013,84.3552999999988
馒头,7252,127.0,0.0013,84.3565999999988
预计,7253,127.0,0.0013,84.3578999999988
掠过,7254,127.0,0.0013,84.3591999999988
问世,7255,127.0,0.0013,84.3604999999988
伸长,7256,127.0,0.0013,84.3617999999988
书写,7257,127.0,0.0013,84.3630999999988
信徒,7258,127.0,0.0013,84.3656999999988
农具,7259,127.0,0.0013,84.3721999999988
金牌,7260,127.0,0.0013,84.3773999999988
公主,7261,127.0,0.0013,84.3760999999988
蚊子,7262,127.0,0.0013,84.3747999999988
气愤,7263,127.0,0.0013,84.3734999999988
蹦,7264,127.0,0.0013,84.3786999999988
忠诚,7265,127.0,0.0013,84.3708999999988
献,7266,127.0,0.0013,84.3695999999988
数学家,7267,127.0,0.0013,84.3682999999988
里头,7268,127.0,0.0013,84.3643999999988
宝贝,7269,127.0,0.0013,84.3669999999988
亚,7270,127.0,0.0013,84.3526999999988
犹,7271,127.0,0.0013,84.3461999999988
